timestamp,task_name,name,index,pcie_rx_bytes,dram_power,cpu_usage,temperature.memory,pcie.link.width.current,utilization.gpu [%],sm_occupancy,clocks.current.sm [MHz],dram_usage,nvlink_tx_bytes,power.draw [W],temperature.gpu,usage.memory [%],dram_active,nvlink_rx_bytes,sm_active,pcie.link.gen.current,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],utilization.memory [%],pcie_tx_bytes,cpu_power
2025-05-07 14:32:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.07 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.57 W
2025-05-07 14:32:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.45 W
2025-05-07 14:32:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.34 W
2025-05-07 14:32:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.08 W,1.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.17 W
2025-05-07 14:32:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.08 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.75 W
2025-05-07 14:32:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.30 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,136.02 W
2025-05-07 14:32:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,136.64 W
2025-05-07 14:32:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.34 W
2025-05-07 14:32:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.93 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.13 W
2025-05-07 14:32:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.06 W,3.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.67 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.49 W
2025-05-07 14:32:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.12 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.41 W
2025-05-07 14:32:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.38 W,4.7 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.57 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,153.56 W
2025-05-07 14:32:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.09 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.74 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.98 W
2025-05-07 14:32:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.51 W
2025-05-07 14:32:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.37 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,142.19 W
2025-05-07 14:32:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.20 W
2025-05-07 14:32:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.91 W
2025-05-07 14:32:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,0.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.18 W
2025-05-07 14:32:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.97 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.41 W
2025-05-07 14:32:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.14 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.16 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.86 W
2025-05-07 14:32:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.35 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.19 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.87 W
2025-05-07 14:32:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.14 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.19 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,150.97 W
2025-05-07 14:32:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.27 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.51 W
2025-05-07 14:32:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.34 W,3.4 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.90 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.11 W
2025-05-07 14:32:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.93 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.00 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.37 W
2025-05-07 14:32:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.10 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.03 W
2025-05-07 14:32:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,4.3 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.10 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.81 W
2025-05-07 14:32:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.33 W,3.4 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.10 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,113.06 W
2025-05-07 14:32:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.24 W,8.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.19 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,87.11 W
2025-05-07 14:32:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.28 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.23 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.48 W
2025-05-07 14:32:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.48 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,81.96 W
2025-05-07 14:32:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.44 W,1.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.80 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.92 W
2025-05-07 14:32:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.24 W,1.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,85.57 W
2025-05-07 14:32:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.42 W,3.1 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.59 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.40 W
2025-05-07 14:32:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.31 W,5.3 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.20 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.90 W
2025-05-07 14:32:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.24 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.49 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.29 W
2025-05-07 14:32:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.42 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.60 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.25 W
2025-05-07 14:32:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.39 W,0.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.60 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,86.25 W
2025-05-07 14:32:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.34 W,0.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.59 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.71 W
2025-05-07 14:32:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.21 W,0.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,77.90 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.81 W
2025-05-07 14:32:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.18 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,79.57 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.10 GB/s,85.64 W
2025-05-07 14:32:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.37 W,0.6 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.18 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,84.09 W
2025-05-07 14:32:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,2.5 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.76 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.05 W
2025-05-07 14:32:26.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.43 W,1.5 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.01 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,84.33 W
2025-05-07 14:32:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.14 W,1.8 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.08 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.62 W
2025-05-07 14:32:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.29 W,1.8 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,77.87 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.06 W
2025-05-07 14:32:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.32 W,4.6 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.09 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,81.69 W
2025-05-07 14:32:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.38 W,2.8 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,77.98 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,82.26 W
2025-05-07 14:32:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.33 W,2.2 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,77.88 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,84.23 W
2025-05-07 14:32:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.25 W,0.6 %,55.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,78.08 W,54.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.11 GB/s,83.80 W
2025-05-07 14:32:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.11 W,2.2 %,55.00 °C,16,0.00 %,37.20 %,1410 MHz,5.5 %,0.00 GB/s,150.00 W,54.00 °C,90.02 %,21.40 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.08 GB/s,84.21 W
2025-05-07 14:32:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.09 W,2.5 %,57.00 °C,16,85.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,296.94 W,57.00 °C,90.02 %,34.40 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,37.00 %,0.09 GB/s,84.13 W
2025-05-07 14:32:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.04 W,3.7 %,59.00 °C,16,85.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,299.95 W,58.00 °C,90.02 %,34.00 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,37.00 %,0.09 GB/s,100.17 W
2025-05-07 14:32:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,9.17 W,2.8 %,59.00 °C,16,85.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,296.45 W,59.00 °C,90.02 %,34.00 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,37.00 %,0.10 GB/s,108.63 W
2025-05-07 14:32:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.12 W,3.0 %,61.00 °C,16,99.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,298.98 W,59.00 °C,90.02 %,34.80 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,51.00 %,0.09 GB/s,124.65 W
2025-05-07 14:32:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,8.95 W,2.8 %,61.00 °C,16,99.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,295.95 W,59.00 °C,90.02 %,33.60 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,51.00 %,0.04 GB/s,118.91 W
2025-05-07 14:32:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,3.7 %,61.00 °C,16,98.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,295.95 W,59.00 °C,90.02 %,33.50 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.09 GB/s,144.09 W
2025-05-07 14:32:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.22 GB/s,8.84 W,3.4 %,61.00 °C,16,98.00 %,23.90 %,1410 MHz,5.5 %,0.00 GB/s,297.89 W,59.00 °C,90.02 %,32.40 %,0.00 GB/s,60.90 %,4,1512 MHz,7.80 %,1410 MHz,53.00 %,0.12 GB/s,149.67 W
2025-05-07 14:32:27.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.02 W,3.3 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,295.50 W,59.00 °C,90.02 %,34.00 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.10 GB/s,148.92 W
2025-05-07 14:32:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.20 GB/s,9.00 W,5.0 %,63.00 °C,16,100.00 %,32.00 %,1410 MHz,5.5 %,0.00 GB/s,288.26 W,59.00 °C,90.02 %,27.90 %,0.00 GB/s,69.70 %,4,1512 MHz,3.90 %,1410 MHz,53.00 %,0.12 GB/s,152.71 W
2025-05-07 14:32:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,9.07 W,4.0 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,297.99 W,59.00 °C,90.02 %,34.00 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,54.00 %,0.10 GB/s,147.79 W
2025-05-07 14:32:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,8.97 W,3.7 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,292.36 W,59.00 °C,90.02 %,33.70 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,54.00 %,0.10 GB/s,152.14 W
2025-05-07 14:32:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,3.7 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,294.76 W,60.00 °C,90.02 %,33.60 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.10 GB/s,150.29 W
2025-05-07 14:32:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.13 GB/s,9.06 W,4.0 %,63.00 °C,16,100.00 %,5.60 %,1410 MHz,5.5 %,0.00 GB/s,298.29 W,60.00 °C,90.02 %,64.30 %,0.00 GB/s,63.50 %,4,1512 MHz,25.50 %,1410 MHz,53.00 %,0.10 GB/s,145.38 W
2025-05-07 14:32:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.15 GB/s,8.87 W,3.4 %,63.00 °C,16,100.00 %,43.90 %,1410 MHz,5.5 %,0.00 GB/s,297.44 W,60.00 °C,90.02 %,28.00 %,0.00 GB/s,87.60 %,4,1512 MHz,0.00 %,1410 MHz,54.00 %,0.11 GB/s,145.74 W
2025-05-07 14:32:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.95 W,3.7 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,294.01 W,60.00 °C,90.02 %,33.40 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,54.00 %,0.10 GB/s,150.86 W
2025-05-07 14:32:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,8.94 W,3.4 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,291.58 W,60.00 °C,90.02 %,33.60 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.10 GB/s,146.22 W
2025-05-07 14:32:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,8.87 W,3.7 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,296.62 W,60.00 °C,90.02 %,33.40 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.10 GB/s,144.58 W
2025-05-07 14:32:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,9.15 W,3.1 %,63.00 °C,16,99.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,296.62 W,60.00 °C,90.02 %,34.20 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,54.00 %,0.10 GB/s,125.23 W
2025-05-07 14:32:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.06 GB/s,8.94 W,2.8 %,63.00 °C,16,100.00 %,50.00 %,1410 MHz,5.5 %,0.00 GB/s,295.50 W,60.00 °C,90.02 %,33.50 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1410 MHz,53.00 %,0.09 GB/s,147.53 W
