timestamp,task_name,name,index,cpu_power,utilization.gpu [%],tensor_active,dram_power,cpu_usage,clocks.current.memory [MHz],sm_active,dram_usage,dram_active,power.draw [W],clocks.current.graphics [MHz],usage.memory [%],temperature.memory,utilization.memory [%],clocks.current.sm [MHz],temperature.gpu,pcie.link.width.current,nvlink_tx_bytes,pcie_tx_bytes,nvlink_rx_bytes,pcie.link.gen.current,pcie_rx_bytes,sm_occupancy
2025-05-07 14:39:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,142.99 W,0.00 %,0.00 %,9.22 W,2.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.05 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.53 W,0.00 %,0.00 %,9.23 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.57 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.16 W,0.00 %,0.00 %,9.17 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.79 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.61 W,0.00 %,0.00 %,9.03 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.79 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.68 W,0.00 %,0.00 %,9.04 W,1.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.08 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.23 W,0.00 %,0.00 %,9.17 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.18 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.96 W,0.00 %,0.00 %,9.22 W,2.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.98 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.74 W,0.00 %,0.00 %,9.44 W,2.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.98 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.42 W,0.00 %,0.00 %,9.26 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,78.49 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.52 W,0.00 %,0.00 %,9.31 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.79 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.46 W,0.00 %,0.00 %,9.00 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.20 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.41 W,0.00 %,0.00 %,9.03 W,1.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.20 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.62 W,0.00 %,0.00 %,9.20 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.10 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.11 W,0.00 %,0.00 %,9.03 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.18 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.01 W,0.00 %,0.00 %,8.99 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.00 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.93 W,0.00 %,0.00 %,9.01 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.29 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.35 W,0.00 %,0.00 %,9.35 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,139.99 W,0.00 %,0.00 %,9.17 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.20 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,131.43 W,0.00 %,0.00 %,9.35 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.29 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,121.80 W,0.00 %,0.00 %,9.30 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.50 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,128.31 W,0.00 %,0.00 %,9.30 W,2.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,130.38 W,0.00 %,0.00 %,9.14 W,0.3 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.50 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.97 W,0.00 %,0.00 %,9.21 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,77.98 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.21 W,0.00 %,0.00 %,9.01 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.00 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.39 W,0.00 %,0.00 %,9.07 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,86.42 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.43 W,0.00 %,0.00 %,9.12 W,3.4 %,1512 MHz,0.00 %,5.6 %,0.00 %,86.43 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.51 W,0.00 %,0.00 %,9.29 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,86.53 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,138.43 W,0.00 %,0.00 %,9.31 W,0.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,86.62 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,135.18 W,0.00 %,0.00 %,9.19 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,78.08 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.61 W,0.00 %,0.00 %,9.17 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,85.14 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.71 W,0.00 %,0.00 %,9.17 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.28 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.17 W,0.00 %,0.00 %,9.05 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.37 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.84 W,0.00 %,0.00 %,9.12 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.67 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.31 W,0.00 %,0.00 %,9.25 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.86 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.70 W,0.00 %,0.00 %,9.10 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.17 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.51 W,0.00 %,0.00 %,8.96 W,4.4 %,1512 MHz,0.00 %,5.6 %,0.00 %,82.17 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.27 W,0.00 %,0.00 %,9.11 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.34 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.93 W,0.00 %,0.00 %,9.20 W,2.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.84 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,136.77 W,0.00 %,0.00 %,9.21 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.85 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,131.11 W,0.00 %,0.00 %,9.39 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.65 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,112.14 W,0.00 %,0.00 %,9.29 W,1.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.95 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,104.38 W,0.00 %,0.00 %,9.38 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,85.23 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,96.34 W,0.00 %,0.00 %,9.26 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,84.95 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.04 GB/s,0.00 %
2025-05-07 14:39:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.76 W,0.00 %,0.00 %,9.31 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,86.33 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.75 W,0.00 %,0.00 %,9.39 W,3.4 %,1512 MHz,0.00 %,5.6 %,0.00 %,83.69 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.45 W,0.00 %,0.00 %,9.18 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.17 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.04 GB/s,0.00 %
2025-05-07 14:39:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.81 W,0.00 %,0.00 %,9.24 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.17 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.71 W,0.00 %,0.00 %,9.34 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.57 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.04 GB/s,0.00 %
2025-05-07 14:39:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.97 W,0.00 %,0.00 %,9.26 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,78.78 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.04 GB/s,0.00 %
2025-05-07 14:39:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.79 W,0.00 %,0.00 %,9.27 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,78.59 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.04 GB/s,0.00 %
2025-05-07 14:39:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.57 W,0.00 %,0.00 %,9.35 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.27 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.73 W,0.00 %,0.00 %,9.20 W,2.2 %,1512 MHz,0.30 %,5.6 %,0.00 %,78.88 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.89 W,0.00 %,0.00 %,9.20 W,3.7 %,1512 MHz,100.00 %,5.6 %,27.10 %,78.98 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,55.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.04 GB/s,50.00 %
2025-05-07 14:39:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.29 W,31.00 %,26.50 %,8.99 W,5.3 %,1512 MHz,85.50 %,5.6 %,69.50 %,288.11 W,1410 MHz,90.02 %,59.00 °C,13.00 %,1410 MHz,59.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.05 GB/s,9.00 %
2025-05-07 14:39:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.98 W,31.00 %,0.00 %,9.31 W,6.5 %,1512 MHz,100.00 %,5.6 %,33.60 %,297.07 W,1410 MHz,90.02 %,61.00 °C,13.00 %,1410 MHz,59.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,119.23 W,99.00 %,23.30 %,9.16 W,9.6 %,1512 MHz,59.00 %,5.6 %,57.90 %,292.64 W,1410 MHz,90.02 %,61.00 °C,46.00 %,1410 MHz,59.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.12 GB/s,5.60 %
2025-05-07 14:39:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.11 W,99.00 %,0.00 %,9.29 W,5.0 %,1512 MHz,100.00 %,5.6 %,33.80 %,292.97 W,1410 MHz,90.02 %,63.00 °C,46.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.34 W,100.00 %,0.00 %,9.15 W,4.3 %,1512 MHz,100.00 %,5.6 %,29.40 %,296.54 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,43.00 %
2025-05-07 14:39:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.65 W,100.00 %,0.00 %,9.04 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.70 %,292.05 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.37 W,100.00 %,0.00 %,9.21 W,3.4 %,1512 MHz,72.40 %,5.6 %,14.10 %,293.06 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,19.70 %
2025-05-07 14:39:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,142.75 W,100.00 %,12.00 %,9.05 W,3.1 %,1512 MHz,33.60 %,5.6 %,31.30 %,295.01 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.14 GB/s,0.00 GB/s,4,0.30 GB/s,6.00 %
2025-05-07 14:39:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.18 W,100.00 %,0.00 %,8.98 W,4.3 %,1512 MHz,100.00 %,5.6 %,34.60 %,298.68 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,155.68 W,100.00 %,0.00 %,9.01 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.60 %,298.88 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.24 W,100.00 %,0.00 %,8.96 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.40 %,296.42 W,1410 MHz,90.02 %,63.00 °C,54.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.65 W,100.00 %,24.60 %,9.03 W,3.4 %,1512 MHz,62.70 %,5.6 %,62.10 %,295.56 W,1410 MHz,90.02 %,63.00 °C,54.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.60 %
2025-05-07 14:39:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.50 W,99.00 %,0.00 %,8.99 W,3.1 %,1512 MHz,100.00 %,5.6 %,34.30 %,292.43 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.19 W,99.00 %,0.00 %,8.88 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.10 %,295.28 W,1410 MHz,90.02 %,63.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.77 W,99.00 %,0.00 %,9.19 W,5.8 %,1512 MHz,100.00 %,5.6 %,33.40 %,297.15 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,60.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.43 W,100.00 %,0.00 %,8.96 W,4.2 %,1512 MHz,100.00 %,5.6 %,33.60 %,299.26 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,133.12 W,100.00 %,0.00 %,9.27 W,3.7 %,1512 MHz,80.40 %,5.6 %,16.30 %,296.74 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,23.20 %
