timestamp,task_name,name,index,clocks.current.graphics [MHz],temperature.memory,dram_active,utilization.gpu [%],nvlink_tx_bytes,power.draw [W],usage.memory [%],sm_occupancy,pcie.link.width.current,utilization.memory [%],sm_active,cpu_power,pcie.link.gen.current,clocks.current.sm [MHz],nvlink_rx_bytes,clocks.current.memory [MHz],pcie_tx_bytes,cpu_usage,dram_usage,dram_power,pcie_rx_bytes,temperature.gpu,tensor_active
2025-05-07 15:46:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,85.04 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.37 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,6.5 %,5.7 %,9.34 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,85.54 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.22 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.02 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.75 W,90.02 %,0.00 %,16,0.00 %,0.00 %,122.77 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.7 %,5.7 %,9.25 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,85.44 W,90.02 %,0.00 %,16,0.00 %,0.00 %,101.37 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,2.2 %,5.7 %,9.12 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.55 W,90.02 %,0.00 %,16,0.00 %,0.00 %,87.73 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.9 %,5.7 %,9.29 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,85.04 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.43 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.7 %,5.7 %,9.33 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.38 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.56 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.7 %,5.7 %,9.23 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.85 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.37 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.4 %,5.7 %,9.32 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.65 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.94 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,2.5 %,5.7 %,9.31 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,87.61 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.87 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.20 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,84.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.47 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.6 %,5.7 %,9.22 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,79.77 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.05 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.29 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,79.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.64 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,4.3 %,5.7 %,9.11 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.45 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.18 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,4.3 %,5.7 %,9.41 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.45 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.42 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.1 %,5.7 %,9.10 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,82.53 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.37 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,0.6 %,5.7 %,9.15 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,87.61 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,0.6 %,5.7 %,9.37 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.88 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.04 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,0.6 %,5.7 %,9.39 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,88.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.19 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,2.8 %,5.7 %,9.40 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,89.88 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.81 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,1.5 %,5.7 %,9.30 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,89.19 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.28 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,2.2 %,5.7 %,9.31 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,82.90 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.76 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,4.5 %,5.7 %,9.29 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,86.82 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.61 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.3 %,5.7 %,9.20 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,83.43 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.33 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.26 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.88 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.06 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.1 %,5.7 %,9.45 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,88.60 W,90.02 %,0.00 %,16,0.00 %,0.00 %,81.11 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.35 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.88 W,90.02 %,0.00 %,16,0.00 %,0.00 %,81.90 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.6 %,5.7 %,9.42 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,85.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,81.47 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.3 %,5.7 %,9.22 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.98 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.10 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,1.9 %,5.7 %,9.23 W,0.04 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,82.72 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.81 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.5 %,5.7 %,9.25 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,79.96 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.28 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.5 %,5.7 %,9.20 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.56 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.67 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,1.9 %,5.7 %,9.34 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.56 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.16 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.17 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,79.27 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.36 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,0.9 %,5.7 %,9.38 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,86.14 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.74 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,2.2 %,5.7 %,9.33 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,89.48 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.90 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.1 %,5.7 %,9.21 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,81.35 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.9 %,5.7 %,9.18 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,81.15 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.80 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,4.3 %,5.7 %,9.28 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.75 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.64 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,2.5 %,5.7 %,9.44 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,81.15 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.01 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,2.1 %,5.7 %,9.26 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,80.86 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.20 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,4.0 %,5.7 %,9.26 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,87.90 W,90.02 %,0.00 %,16,0.00 %,0.00 %,85.93 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.6 %,5.7 %,9.17 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,83.99 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.52 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,0.9 %,5.7 %,9.31 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.39 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,1.5 %,5.7 %,9.23 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.59 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.20 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.39 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.59 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.12 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.6 %,5.7 %,9.48 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.69 W,90.02 %,0.00 %,16,0.00 %,0.00 %,83.24 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,0.9 %,5.7 %,9.40 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,78.69 W,90.02 %,0.00 %,16,0.00 %,0.00 %,84.21 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,4.9 %,5.7 %,9.32 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,0.00 %,0.00 %,0.00 GB/s,82.53 W,90.02 %,0.00 %,16,0.00 %,0.00 %,82.83 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,1.8 %,5.7 %,9.28 W,0.05 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,57.00 °C,14.30 %,0.00 %,0.00 GB/s,282.80 W,90.02 %,22.40 %,16,0.00 %,100.00 %,83.48 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,1.9 %,5.7 %,9.26 W,0.04 GB/s,55.00 °C,0.00 %
2025-05-07 15:46:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,95.10 %,23.00 %,0.00 GB/s,282.80 W,90.02 %,10.90 %,16,10.00 %,98.20 %,84.73 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.07 GB/s,4.5 %,5.7 %,9.14 W,0.06 GB/s,58.00 °C,38.70 %
2025-05-07 15:46:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,33.40 %,99.00 %,0.00 GB/s,290.30 W,90.02 %,50.00 %,16,45.00 %,100.00 %,85.72 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,1.8 %,5.7 %,9.22 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,30.80 %,99.00 %,0.00 GB/s,298.79 W,90.02 %,6.00 %,16,45.00 %,33.10 %,82.71 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.13 GB/s,3.1 %,5.7 %,9.05 W,0.28 GB/s,59.00 °C,11.80 %
2025-05-07 15:46:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,34.40 %,99.00 %,0.00 GB/s,298.78 W,90.02 %,50.00 %,16,53.00 %,100.00 %,83.97 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,2.8 %,5.7 %,9.11 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.50 %,99.00 %,0.00 GB/s,300.05 W,90.02 %,50.00 %,16,53.00 %,100.00 %,86.03 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.4 %,5.7 %,9.17 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.40 %,99.00 %,0.00 GB/s,293.22 W,90.02 %,50.00 %,16,53.00 %,100.00 %,83.65 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.7 %,5.7 %,9.12 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.70 %,99.00 %,0.00 GB/s,295.07 W,90.02 %,50.00 %,16,53.00 %,100.00 %,86.39 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.7 %,5.7 %,9.10 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.90 %,100.00 %,0.00 GB/s,301.30 W,90.02 %,50.00 %,16,53.00 %,100.00 %,84.77 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.14 W,0.06 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.60 %,100.00 %,0.00 GB/s,294.82 W,90.02 %,50.00 %,16,53.00 %,100.00 %,83.19 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.3 %,5.7 %,9.08 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,24.00 %,100.00 %,0.00 GB/s,293.52 W,90.02 %,34.30 %,16,53.00 %,96.20 %,85.43 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.7 %,5.7 %,9.06 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,33.80 %,100.00 %,0.00 GB/s,298.88 W,90.02 %,50.00 %,16,53.00 %,100.00 %,88.50 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.3 %,5.7 %,9.18 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,59.00 %,100.00 %,0.00 GB/s,278.39 W,90.02 %,4.30 %,16,53.00 %,53.10 %,107.74 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,4.3 %,5.7 %,9.42 W,0.14 GB/s,60.00 °C,23.40 %
2025-05-07 15:46:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,33.90 %,99.00 %,0.00 GB/s,297.02 W,90.02 %,50.00 %,16,53.00 %,100.00 %,144.65 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,4.3 %,5.7 %,9.13 W,0.06 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,33.40 %,100.00 %,0.00 GB/s,297.12 W,90.02 %,50.00 %,16,54.00 %,100.00 %,149.99 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.6 %,5.7 %,8.96 W,0.05 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,58.20 %,100.00 %,0.00 GB/s,302.88 W,90.02 %,4.30 %,16,54.00 %,53.20 %,150.87 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.4 %,5.7 %,8.99 W,0.14 GB/s,61.00 °C,23.00 %
2025-05-07 15:46:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,64.30 %,100.00 %,0.00 GB/s,295.12 W,90.02 %,5.70 %,16,53.00 %,64.20 %,146.84 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.1 %,5.7 %,9.01 W,0.12 GB/s,61.00 °C,25.80 %
2025-05-07 15:46:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,33.60 %,100.00 %,0.00 GB/s,295.46 W,90.02 %,50.00 %,16,53.00 %,100.00 %,152.92 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.7 %,5.7 %,9.15 W,0.06 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,34.90 %,100.00 %,0.00 GB/s,300.35 W,90.02 %,50.00 %,16,53.00 %,100.00 %,149.17 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.4 %,5.7 %,8.97 W,0.06 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,33.80 %,100.00 %,0.00 GB/s,301.51 W,90.02 %,50.00 %,16,54.00 %,100.00 %,139.26 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.1 %,5.7 %,9.14 W,0.06 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,34.00 %,100.00 %,0.00 GB/s,294.99 W,90.02 %,50.00 %,16,53.00 %,100.00 %,141.47 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.00 W,0.05 GB/s,61.00 °C,0.00 %
