timestamp,task_name,name,index,pcie.link.width.current,temperature.memory,tensor_active,pcie_tx_bytes,usage.memory [%],temperature.gpu,cpu_power,dram_power,pcie.link.gen.current,cpu_usage,clocks.current.graphics [MHz],utilization.gpu [%],power.draw [W],sm_occupancy,nvlink_tx_bytes,dram_usage,clocks.current.memory [MHz],sm_active,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.sm [MHz],utilization.memory [%],dram_active
2025-05-07 14:34:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,141.27 W,9.26 W,4,2.5 %,1410 MHz,0.00 %,88.39 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.26 W,9.11 W,4,1.6 %,1410 MHz,0.00 %,88.29 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,144.14 W,9.07 W,4,1.9 %,1410 MHz,0.00 %,88.29 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,147.21 W,9.17 W,4,1.9 %,1410 MHz,0.00 %,88.39 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.07 W,9.40 W,4,4.0 %,1410 MHz,0.00 %,88.50 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.95 W,9.26 W,4,2.8 %,1410 MHz,0.00 %,88.60 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,150.82 W,9.02 W,4,2.2 %,1410 MHz,0.00 %,88.20 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,150.91 W,9.17 W,4,1.8 %,1410 MHz,0.00 %,88.20 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.34 W,9.24 W,4,1.6 %,1410 MHz,0.00 %,88.10 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,149.79 W,9.11 W,4,2.2 %,1410 MHz,0.00 %,88.50 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.39 W,9.12 W,4,2.7 %,1410 MHz,0.00 %,88.58 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,147.33 W,9.35 W,4,2.4 %,1410 MHz,0.00 %,88.79 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.47 W,9.04 W,4,1.9 %,1410 MHz,0.00 %,88.58 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,147.82 W,8.90 W,4,1.8 %,1410 MHz,0.00 %,88.79 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,145.57 W,9.07 W,4,1.9 %,1410 MHz,0.00 %,88.69 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.10 W,8.98 W,4,1.9 %,1410 MHz,0.00 %,88.69 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.04 W,9.11 W,4,1.5 %,1410 MHz,0.00 %,88.69 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,145.32 W,9.13 W,4,1.9 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.10 GB/s,90.02 %,56.00 °C,145.05 W,9.13 W,4,1.6 %,1410 MHz,0.00 %,88.79 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.04 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,149.08 W,9.13 W,4,1.5 %,1410 MHz,0.00 %,88.59 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,145.28 W,9.05 W,4,1.8 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,147.71 W,8.86 W,4,1.2 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,149.01 W,9.31 W,4,4.3 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,147.86 W,9.07 W,4,2.8 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.56 W,9.12 W,4,2.2 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,145.49 W,9.01 W,4,2.5 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,143.09 W,9.10 W,4,1.5 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,149.05 W,8.89 W,4,1.8 %,1410 MHz,0.00 %,89.18 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.95 W,9.14 W,4,1.9 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.35 W,8.92 W,4,1.2 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,148.91 W,8.98 W,4,1.5 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,150.78 W,9.02 W,4,1.5 %,1410 MHz,0.00 %,89.18 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,149.70 W,9.06 W,4,2.7 %,1410 MHz,0.00 %,89.03 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.97 W,8.93 W,4,1.6 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,145.32 W,9.27 W,4,4.7 %,1410 MHz,0.00 %,89.18 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,141.49 W,9.36 W,4,3.0 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,141.01 W,9.10 W,4,1.5 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,140.29 W,9.22 W,4,1.8 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,142.41 W,9.16 W,4,1.8 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,141.14 W,9.15 W,4,1.6 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,136.57 W,9.23 W,4,1.6 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,129.35 W,9.18 W,4,1.6 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,129.87 W,9.27 W,4,1.5 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,134.10 W,9.27 W,4,1.6 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,148.50 W,9.10 W,4,4.2 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,147.84 W,9.14 W,4,1.5 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,147.29 W,9.31 W,4,4.0 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.14 W,9.17 W,4,3.7 %,1410 MHz,0.00 %,89.08 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,147.06 W,9.17 W,4,2.1 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.26 W,9.17 W,4,1.6 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,55.00 °C,146.20 W,9.07 W,4,1.9 %,1410 MHz,0.00 %,88.98 W,0.00 %,0.00 GB/s,5.6 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.09 GB/s,90.02 %,55.00 °C,133.38 W,9.09 W,4,3.4 %,1410 MHz,0.00 %,88.98 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,27.10 %
2025-05-07 14:34:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.09 GB/s,90.02 %,58.00 °C,112.06 W,9.06 W,4,3.4 %,1410 MHz,0.00 %,88.98 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,27.30 %
2025-05-07 14:34:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.09 GB/s,90.02 %,59.00 °C,114.38 W,9.05 W,4,2.7 %,1410 MHz,5.00 %,301.31 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,2.00 %,33.50 %
2025-05-07 14:34:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,38.80 %,0.07 GB/s,90.02 %,59.00 °C,135.69 W,9.26 W,4,8.2 %,1410 MHz,5.00 %,301.31 W,11.00 %,0.00 GB/s,5.6 %,1512 MHz,99.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,2.00 %,94.80 %
2025-05-07 14:34:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.10 GB/s,90.02 %,59.00 °C,154.00 W,9.00 W,4,3.4 %,1410 MHz,99.00 %,298.51 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,44.00 %,34.20 %
2025-05-07 14:34:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,19.20 %,0.12 GB/s,90.02 %,60.00 °C,150.41 W,8.94 W,4,2.8 %,1410 MHz,99.00 %,294.00 W,2.80 %,0.00 GB/s,5.6 %,1512 MHz,38.00 %,0.19 GB/s,0.00 GB/s,1410 MHz,44.00 %,47.50 %
2025-05-07 14:34:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,147.95 W,9.04 W,4,2.8 %,1410 MHz,100.00 %,291.41 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.80 %
2025-05-07 14:34:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,143.05 W,9.16 W,4,5.3 %,1410 MHz,100.00 %,301.01 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.40 %
2025-05-07 14:34:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.09 GB/s,90.02 %,60.00 °C,153.58 W,9.27 W,4,8.9 %,1410 MHz,100.00 %,296.24 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.90 %
2025-05-07 14:34:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,154.43 W,9.18 W,4,5.6 %,1410 MHz,100.00 %,296.95 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.40 %
2025-05-07 14:34:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,156.11 W,9.01 W,4,4.1 %,1410 MHz,100.00 %,301.03 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.80 %
2025-05-07 14:34:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.09 GB/s,90.02 %,60.00 °C,149.95 W,8.86 W,4,3.1 %,1410 MHz,100.00 %,299.48 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.70 %
2025-05-07 14:34:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,150.04 W,9.10 W,4,3.8 %,1410 MHz,99.00 %,296.46 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.60 %
2025-05-07 14:34:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,10.80 %,0.12 GB/s,90.02 %,60.00 °C,147.47 W,8.93 W,4,3.7 %,1410 MHz,99.00 %,301.87 W,19.20 %,0.00 GB/s,5.6 %,1512 MHz,56.50 %,0.22 GB/s,0.00 GB/s,1410 MHz,53.00 %,35.60 %
2025-05-07 14:34:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.09 GB/s,90.02 %,60.00 °C,148.28 W,9.15 W,4,3.4 %,1410 MHz,99.00 %,298.78 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.60 %
2025-05-07 14:34:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,142.93 W,9.21 W,4,3.4 %,1410 MHz,99.00 %,297.12 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.40 %
2025-05-07 14:34:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,11.50 %,0.12 GB/s,90.02 %,60.00 °C,144.89 W,8.93 W,4,3.7 %,1410 MHz,99.00 %,299.83 W,18.10 %,0.00 GB/s,5.6 %,1512 MHz,55.50 %,0.21 GB/s,0.00 GB/s,1410 MHz,53.00 %,37.20 %
2025-05-07 14:34:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,60.00 °C,150.11 W,9.06 W,4,3.0 %,1410 MHz,99.00 %,290.79 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.70 %
2025-05-07 14:34:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,60.00 °C,145.43 W,9.03 W,4,3.4 %,1410 MHz,99.00 %,297.52 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.70 %
