timestamp,task_name,name,index,temperature.gpu,clocks.current.sm [MHz],temperature.memory,dram_power,cpu_usage,pcie.link.gen.current,nvlink_tx_bytes,power.draw [W],utilization.memory [%],utilization.gpu [%],sm_occupancy,sm_active,dram_usage,cpu_power,usage.memory [%],nvlink_rx_bytes,pcie_tx_bytes,pcie_rx_bytes,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],pcie.link.width.current,dram_active
2025-05-07 15:47:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.21 W,2.5 %,4,0.00 GB/s,84.94 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,102.72 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.19 W,1.6 %,4,0.00 GB/s,84.44 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.87 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.30 W,1.5 %,4,0.00 GB/s,83.96 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.41 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.38 W,0.6 %,4,0.00 GB/s,83.96 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.01 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,1.8 %,4,0.00 GB/s,84.75 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.44 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,1.5 %,4,0.00 GB/s,87.41 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.94 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.49 W,0.6 %,4,0.00 GB/s,90.47 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.10 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.30 W,1.6 %,4,0.00 GB/s,90.47 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.53 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.25 W,1.9 %,4,0.00 GB/s,90.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.60 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.13 W,2.1 %,4,0.00 GB/s,90.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,85.15 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.27 W,7.5 %,4,0.00 GB/s,78.88 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.52 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.74 W,6.6 %,4,0.00 GB/s,89.77 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.26 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,0.6 %,4,0.00 GB/s,78.78 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.71 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.37 W,1.9 %,4,0.00 GB/s,90.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.95 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.32 W,1.5 %,4,0.00 GB/s,81.25 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.28 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.37 W,2.1 %,4,0.00 GB/s,88.80 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.93 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,1.5 %,4,0.00 GB/s,84.75 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.19 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.17 W,0.3 %,4,0.00 GB/s,85.33 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.39 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.48 W,1.9 %,4,0.00 GB/s,85.44 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.95 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.31 W,2.1 %,4,0.00 GB/s,90.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.50 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.37 W,1.8 %,4,0.00 GB/s,89.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,85.59 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.30 W,5.0 %,4,0.00 GB/s,90.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.51 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.47 W,3.0 %,4,0.00 GB/s,89.87 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.06 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.35 W,3.1 %,4,0.00 GB/s,82.60 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.15 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,3.6 %,4,0.00 GB/s,89.58 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.18 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.25 W,2.2 %,4,0.00 GB/s,78.59 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.07 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.30 W,1.2 %,4,0.00 GB/s,88.10 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.53 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.36 W,2.2 %,4,0.00 GB/s,78.59 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.55 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.54 W,1.9 %,4,0.00 GB/s,84.78 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.93 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.18 W,0.6 %,4,0.00 GB/s,82.82 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.59 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.32 W,1.8 %,4,0.00 GB/s,79.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.90 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.24 W,0.6 %,4,0.00 GB/s,84.55 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,84.35 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.34 W,1.5 %,4,0.00 GB/s,80.06 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.27 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.29 W,4.9 %,4,0.00 GB/s,89.58 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.87 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.29 W,2.5 %,4,0.00 GB/s,80.16 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.04 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.27 W,1.5 %,4,0.00 GB/s,80.16 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.03 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.43 W,1.5 %,4,0.00 GB/s,88.49 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,86.39 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.22 W,1.5 %,4,0.00 GB/s,83.89 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.46 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.26 W,1.8 %,4,0.00 GB/s,83.77 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,85.32 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.23 W,1.5 %,4,0.00 GB/s,83.69 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.39 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.34 W,3.1 %,4,0.00 GB/s,83.50 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.65 W,90.02 %,0.00 GB/s,0.11 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.80 W,3.3 %,4,0.00 GB/s,82.80 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.81 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.35 W,0.9 %,4,0.00 GB/s,83.29 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,86.08 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.23 W,1.5 %,4,0.00 GB/s,86.72 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,81.41 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.36 W,1.5 %,4,0.00 GB/s,89.58 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,83.66 W,90.02 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.24 W,3.7 %,4,0.00 GB/s,89.48 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.51 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.27 W,3.1 %,4,0.00 GB/s,80.86 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,82.49 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,55.00 °C,1410 MHz,57.00 °C,9.27 W,3.4 %,4,0.00 GB/s,89.19 W,0.00 %,0.00 %,50.00 %,100.00 %,5.7 %,82.26 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,27.30 %
2025-05-07 15:47:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.23 W,3.7 %,4,0.00 GB/s,285.65 W,0.00 %,0.00 %,50.00 %,100.00 %,5.7 %,84.64 W,90.02 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,27.30 %
2025-05-07 15:47:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,59.00 °C,9.03 W,3.4 %,4,0.00 GB/s,301.24 W,0.00 %,0.00 %,50.00 %,100.00 %,5.7 %,84.71 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.80 %
2025-05-07 15:47:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,61.00 °C,9.08 W,3.1 %,4,0.00 GB/s,297.03 W,31.00 %,72.00 %,50.00 %,100.00 %,5.7 %,82.16 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.40 %
2025-05-07 15:47:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,61.00 °C,9.12 W,3.1 %,4,0.00 GB/s,300.95 W,31.00 %,72.00 %,50.00 %,100.00 %,5.7 %,83.98 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,34.20 %
2025-05-07 15:47:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,61.00 °C,9.38 W,4.2 %,4,0.00 GB/s,295.26 W,50.00 %,99.00 %,24.70 %,78.30 %,5.7 %,85.92 W,90.02 %,0.00 GB/s,0.08 GB/s,0.06 GB/s,1512 MHz,0.00 %,1410 MHz,16,17.70 %
2025-05-07 15:47:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,61.00 °C,9.06 W,3.1 %,4,0.00 GB/s,298.28 W,50.00 %,99.00 %,50.00 %,100.00 %,5.7 %,85.58 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.40 %
2025-05-07 15:47:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.23 W,2.2 %,4,0.00 GB/s,299.37 W,53.00 %,99.00 %,43.10 %,100.00 %,5.7 %,83.19 W,90.02 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,29.50 %
2025-05-07 15:47:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.00 W,3.4 %,4,0.00 GB/s,286.90 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,84.30 W,90.02 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,0.00 %,1410 MHz,16,34.00 %
2025-05-07 15:47:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.08 W,3.1 %,4,0.00 GB/s,297.41 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,83.88 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.40 %
2025-05-07 15:47:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.11 W,7.1 %,4,0.00 GB/s,299.17 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,83.16 W,90.02 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,34.90 %
2025-05-07 15:47:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.27 W,4.7 %,4,0.00 GB/s,294.76 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,84.85 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.40 %
2025-05-07 15:47:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.18 W,4.3 %,4,0.00 GB/s,296.26 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,84.69 W,90.02 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,34.20 %
2025-05-07 15:47:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.19 W,2.5 %,4,0.00 GB/s,287.88 W,53.00 %,100.00 %,7.50 %,72.10 %,5.7 %,83.10 W,90.02 %,0.00 GB/s,0.08 GB/s,0.08 GB/s,1512 MHz,30.90 %,1410 MHz,16,74.70 %
2025-05-07 15:47:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.18 W,4.0 %,4,0.00 GB/s,299.93 W,53.00 %,100.00 %,6.50 %,63.10 %,5.7 %,83.64 W,90.02 %,0.00 GB/s,0.09 GB/s,0.10 GB/s,1512 MHz,27.60 %,1410 MHz,16,66.40 %
2025-05-07 15:47:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.04 W,3.4 %,4,0.00 GB/s,296.74 W,54.00 %,100.00 %,11.10 %,100.00 %,5.7 %,82.32 W,90.02 %,0.00 GB/s,0.06 GB/s,0.05 GB/s,1512 MHz,39.00 %,1410 MHz,16,96.00 %
2025-05-07 15:47:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.09 W,3.4 %,4,0.00 GB/s,294.69 W,54.00 %,100.00 %,50.00 %,100.00 %,5.7 %,84.12 W,90.02 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.60 %
2025-05-07 15:47:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.25 W,4.6 %,4,0.00 GB/s,303.07 W,53.00 %,100.00 %,50.00 %,100.00 %,5.7 %,91.93 W,90.02 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.50 %
2025-05-07 15:47:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.07 W,5.6 %,4,0.00 GB/s,296.53 W,53.00 %,100.00 %,8.00 %,37.50 %,5.7 %,122.45 W,90.02 %,0.00 GB/s,0.14 GB/s,0.28 GB/s,1512 MHz,12.30 %,1410 MHz,16,33.00 %
2025-05-07 15:47:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.14 W,5.4 %,4,0.00 GB/s,297.81 W,53.00 %,100.00 %,50.00 %,100.00 %,5.7 %,148.66 W,90.02 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.60 %
2025-05-07 15:47:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.07 W,4.7 %,4,0.00 GB/s,297.34 W,53.00 %,100.00 %,50.00 %,100.00 %,5.7 %,152.30 W,90.02 %,0.00 GB/s,0.10 GB/s,0.06 GB/s,1512 MHz,0.00 %,1410 MHz,16,34.20 %
2025-05-07 15:47:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,8.86 W,3.1 %,4,0.00 GB/s,301.70 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,147.58 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.60 %
2025-05-07 15:47:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.36 W,6.2 %,4,0.00 GB/s,296.43 W,53.00 %,99.00 %,50.00 %,100.00 %,5.7 %,147.96 W,90.02 %,0.00 GB/s,0.10 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,33.80 %
