timestamp,task_name,name,index,dram_power,tensor_active,utilization.memory [%],pcie_rx_bytes,temperature.memory,pcie.link.width.current,clocks.current.graphics [MHz],cpu_usage,dram_active,sm_active,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],cpu_power,temperature.gpu,nvlink_rx_bytes,dram_usage,sm_occupancy,pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],usage.memory [%],power.draw [W]
2025-05-07 15:48:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,136.94 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
2025-05-07 15:48:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.50 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,88.89 W
2025-05-07 15:48:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.04 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.08 W
2025-05-07 15:48:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.07 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.05 W
2025-05-07 15:48:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,142.45 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.57 W
2025-05-07 15:48:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,143.21 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.96 W
2025-05-07 15:48:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.10 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.70 W
2025-05-07 15:48:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.75 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.70 W
2025-05-07 15:48:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,136.83 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.18 W
2025-05-07 15:48:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,130.56 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,85.14 W
2025-05-07 15:48:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,132.61 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.55 W
2025-05-07 15:48:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,139.94 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.06 W
2025-05-07 15:48:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.84 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.86 W
2025-05-07 15:48:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,136.45 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.76 W
2025-05-07 15:48:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,119.89 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.38 W
2025-05-07 15:48:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,116.34 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.89 W
2025-05-07 15:48:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,4.0 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,105.71 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,86.43 W
2025-05-07 15:48:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.41 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,92.28 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,87.80 W
2025-05-07 15:48:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,86.95 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.89 W
2025-05-07 15:48:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.21 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.60 W
2025-05-07 15:48:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.41 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.99 W
2025-05-07 15:48:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.43 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,87.90 W
2025-05-07 15:48:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.62 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.01 W
2025-05-07 15:48:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,4.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.78 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,87.91 W
2025-05-07 15:48:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,7.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.38 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,89.19 W
2025-05-07 15:48:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.82 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,86.75 W
2025-05-07 15:48:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.37 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,6.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.12 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,83.52 W
2025-05-07 15:48:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,4.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.83 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,78.09 W
2025-05-07 15:48:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,85.16 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,88.89 W
2025-05-07 15:48:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.20 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.49 W
2025-05-07 15:48:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.36 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.22 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.40 W
2025-05-07 15:48:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.37 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.59 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,88.49 W
2025-05-07 15:48:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.89 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.40 W
2025-05-07 15:48:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,81.95 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,88.49 W
2025-05-07 15:48:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.57 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.40 W
2025-05-07 15:48:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,4.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.58 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.09 GB/s,1512 MHz,90.02 %,88.50 W
2025-05-07 15:48:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.83 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.50 W
2025-05-07 15:48:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,6.7 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.10 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.49 W
2025-05-07 15:48:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,0.0 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.73 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.70 W
2025-05-07 15:48:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.29 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.55 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,77.79 W
2025-05-07 15:48:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.44 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,0.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.87 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,86.62 W
2025-05-07 15:48:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.97 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,79.94 W
2025-05-07 15:48:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,86.02 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,88.40 W
2025-05-07 15:48:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.12 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,87.51 W
2025-05-07 15:48:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.29 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,85.72 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,87.51 W
2025-05-07 15:48:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.01 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,86.14 W
2025-05-07 15:48:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,81.45 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,89.09 W
2025-05-07 15:48:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.36 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,84.11 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,78.19 W
2025-05-07 15:48:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.44 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.45 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,89.19 W
2025-05-07 15:48:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,83.91 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.10 GB/s,1512 MHz,90.02 %,87.90 W
2025-05-07 15:48:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.36 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,82.78 W,55.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.11 GB/s,1512 MHz,90.02 %,77.79 W
2025-05-07 15:48:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,0.9 %,27.20 %,100.00 %,1410 MHz,0.00 GB/s,0.00 %,83.16 W,55.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.08 GB/s,1512 MHz,90.02 %,88.10 W
2025-05-07 15:48:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.00 %,0.04 GB/s,57.00 °C,16,1410 MHz,4.0 %,27.10 %,100.00 %,1410 MHz,0.00 GB/s,0.00 %,84.81 W,55.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.08 GB/s,1512 MHz,90.02 %,78.78 W
2025-05-07 15:48:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,36.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.4 %,33.40 %,100.00 %,1410 MHz,0.00 GB/s,83.00 %,84.75 W,58.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.08 GB/s,1512 MHz,90.02 %,300.65 W
2025-05-07 15:48:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,38.60 %,36.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.0 %,95.00 %,97.90 %,1410 MHz,0.00 GB/s,83.00 %,85.28 W,59.00 °C,0.00 GB/s,5.7 %,10.90 %,4,0.07 GB/s,1512 MHz,90.02 %,306.09 W
2025-05-07 15:48:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 %,51.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,4.0 %,18.00 %,80.60 %,1410 MHz,0.00 GB/s,99.00 %,84.45 W,59.00 °C,0.00 GB/s,5.7 %,25.30 %,4,0.08 GB/s,1512 MHz,90.02 %,300.05 W
2025-05-07 15:48:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,51.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,5.3 %,33.50 %,100.00 %,1410 MHz,0.00 GB/s,99.00 %,90.15 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.08 GB/s,1512 MHz,90.02 %,302.18 W
2025-05-07 15:48:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,53.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,5.2 %,35.00 %,100.00 %,1410 MHz,0.00 GB/s,99.00 %,109.46 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.09 GB/s,1512 MHz,90.02 %,297.15 W
2025-05-07 15:48:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,53.00 %,0.06 GB/s,63.00 °C,16,1410 MHz,6.2 %,33.30 %,100.00 %,1410 MHz,0.00 GB/s,99.00 %,123.50 W,60.00 °C,0.00 GB/s,5.7 %,49.80 %,4,0.09 GB/s,1512 MHz,90.02 %,298.58 W
2025-05-07 15:48:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,53.00 %,0.06 GB/s,63.00 °C,16,1410 MHz,5.0 %,34.00 %,100.00 %,1410 MHz,0.00 GB/s,99.00 %,147.70 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.09 GB/s,1512 MHz,90.02 %,303.26 W
2025-05-07 15:48:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 %,53.00 %,0.06 GB/s,63.00 °C,16,1410 MHz,4.9 %,15.00 %,76.00 %,1410 MHz,0.00 GB/s,100.00 %,150.08 W,60.00 °C,0.00 GB/s,5.7 %,20.80 %,4,0.10 GB/s,1512 MHz,90.02 %,304.13 W
2025-05-07 15:48:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,53.00 %,0.05 GB/s,63.00 °C,16,1395 MHz,4.9 %,33.70 %,100.00 %,1395 MHz,0.00 GB/s,100.00 %,147.62 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.09 GB/s,1512 MHz,90.02 %,298.18 W
2025-05-07 15:48:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 %,54.00 %,0.05 GB/s,63.00 °C,16,1410 MHz,3.1 %,23.00 %,95.60 %,1410 MHz,0.00 GB/s,100.00 %,146.33 W,60.00 °C,0.00 GB/s,5.7 %,32.50 %,4,0.10 GB/s,1512 MHz,90.02 %,298.18 W
2025-05-07 15:48:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,22.00 %,54.00 %,0.12 GB/s,63.00 °C,16,1410 MHz,3.7 %,55.10 %,56.30 %,1410 MHz,0.00 GB/s,100.00 %,141.89 W,60.00 °C,0.00 GB/s,5.7 %,5.30 %,4,0.10 GB/s,1512 MHz,90.02 %,284.21 W
2025-05-07 15:48:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 %,53.00 %,0.05 GB/s,63.00 °C,16,1410 MHz,2.8 %,34.10 %,100.00 %,1410 MHz,0.00 GB/s,99.00 %,135.60 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.09 GB/s,1512 MHz,90.02 %,298.77 W
2025-05-07 15:48:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,20.90 %,53.00 %,0.18 GB/s,63.00 °C,16,1410 MHz,3.4 %,51.90 %,41.10 %,1410 MHz,0.00 GB/s,99.00 %,139.69 W,60.00 °C,0.00 GB/s,5.7 %,2.60 %,4,0.11 GB/s,1512 MHz,90.02 %,300.85 W
2025-05-07 15:48:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,0.00 %,53.00 %,0.05 GB/s,65.00 °C,16,1410 MHz,3.4 %,34.10 %,100.00 %,1410 MHz,0.00 GB/s,100.00 %,149.79 W,60.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.10 GB/s,1512 MHz,90.02 %,301.32 W
2025-05-07 15:48:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.99 W,0.00 %,53.00 %,0.05 GB/s,65.00 °C,16,1410 MHz,3.4 %,33.70 %,100.00 %,1410 MHz,0.00 GB/s,100.00 %,146.35 W,61.00 °C,0.00 GB/s,5.7 %,50.00 %,4,0.09 GB/s,1512 MHz,90.02 %,300.10 W
2025-05-07 15:48:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 %,54.00 %,0.05 GB/s,65.00 °C,16,1410 MHz,3.4 %,27.80 %,100.00 %,1410 MHz,0.00 GB/s,100.00 %,148.85 W,61.00 °C,0.00 GB/s,5.7 %,40.30 %,4,0.09 GB/s,1512 MHz,90.02 %,299.25 W
2025-05-07 15:48:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,26.00 %,54.00 %,0.11 GB/s,65.00 °C,16,1410 MHz,3.1 %,62.60 %,60.40 %,1410 MHz,0.00 GB/s,100.00 %,147.70 W,61.00 °C,0.00 GB/s,5.7 %,6.20 %,4,0.10 GB/s,1512 MHz,90.02 %,300.92 W
