timestamp,task_name,name,index,cpu_usage,usage.memory [%],sm_active,nvlink_rx_bytes,dram_power,temperature.gpu,nvlink_tx_bytes,utilization.memory [%],dram_usage,sm_occupancy,power.draw [W],cpu_power,temperature.memory,clocks.current.memory [MHz],tensor_active,clocks.current.sm [MHz],pcie_tx_bytes,dram_active,pcie_rx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,pcie.link.gen.current
2025-05-07 16:40:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.72 W,98.97 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.42 W,92.84 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.24 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.62 W,88.02 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.43 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.53 W,83.10 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,90.02 %,0.00 %,0.00 GB/s,9.28 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.93 W,82.88 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.43 W,82.04 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.33 W,83.24 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.33 W,85.27 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.19 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.33 W,82.92 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.43 W,85.44 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.24 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.33 W,84.57 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.53 W,84.02 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.14 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.62 W,83.84 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.40 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.72 W,84.60 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.9 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.53 W,82.36 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.21 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.33 W,82.87 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.39 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.45 W,84.82 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.35 W,85.30 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.37 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.44 W,82.56 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,92.84 W,83.37 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,92.04 W,83.29 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,90.77 W,86.43 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.51 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,89.09 W,83.38 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.46 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,89.09 W,83.77 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.16 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.11 W,83.66 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.35 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.62 W,83.49 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.42 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.11 W,83.00 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.9 %,90.02 %,0.00 %,0.00 GB/s,9.37 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.49 W,84.43 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,80.96 W,82.18 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.23 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.08 W,83.87 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.11 W,81.76 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.25 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.15 W,81.60 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.37 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.47 W,82.73 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.83 W,83.00 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.83 W,81.91 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.32 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.64 W,85.33 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.18 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.53 W,82.53 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.44 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.83 W,83.57 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.33 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,81.74 W,84.03 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.9 %,90.02 %,0.00 %,0.00 GB/s,9.42 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.10 W,82.66 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.12 W,86.04 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,90.02 %,0.00 %,0.00 GB/s,9.25 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,87.44 W,82.61 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,0.00 %,0.00 GB/s,9.32 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.03 W,82.25 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.42 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.79 W,83.21 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.38 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.50 W,83.49 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.42 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.20 W,82.65 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.23 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.11 W,82.29 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.50 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,80.65 W,83.71 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.33 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.78 W,81.21 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.04 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.31 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,50.00 %,82.03 W,83.82 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,27.20 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,82.00 %,0.00 GB/s,9.10 W,57.00 °C,0.00 GB/s,0.00 %,5.6 %,30.70 %,83.03 W,85.16 W,59.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,16.50 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,100.00 %,0.00 GB/s,9.41 W,61.00 °C,0.00 GB/s,26.00 %,5.6 %,50.00 %,305.71 W,86.69 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,34.40 %,0.05 GB/s,59.00 %,1410 MHz,16,4
2025-05-07 16:40:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,62.00 °C,0.00 GB/s,26.00 %,5.6 %,50.00 %,304.64 W,84.34 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,34.10 %,0.05 GB/s,59.00 %,1410 MHz,16,4
2025-05-07 16:40:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.9 %,90.02 %,100.00 %,0.00 GB/s,9.45 W,62.00 °C,0.00 GB/s,49.00 %,5.6 %,50.00 %,300.92 W,84.03 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,33.40 %,0.05 GB/s,99.00 %,1410 MHz,16,4
2025-05-07 16:40:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,90.02 %,100.00 %,0.00 GB/s,9.29 W,62.00 °C,0.00 GB/s,49.00 %,5.6 %,50.00 %,277.62 W,87.25 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,33.40 %,0.05 GB/s,99.00 %,1410 MHz,16,4
2025-05-07 16:40:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.31 W,62.00 °C,0.00 GB/s,49.00 %,5.6 %,50.00 %,301.25 W,84.97 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.08 GB/s,33.80 %,0.05 GB/s,99.00 %,1410 MHz,16,4
2025-05-07 16:40:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.8 %,90.02 %,37.90 %,0.00 GB/s,9.26 W,62.00 °C,0.00 GB/s,52.00 %,5.6 %,3.00 %,305.33 W,89.85 W,65.00 °C,1512 MHz,18.90 %,1410 MHz,0.11 GB/s,47.00 %,0.21 GB/s,98.00 %,1410 MHz,16,4
2025-05-07 16:40:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.20 W,62.00 °C,0.00 GB/s,52.00 %,5.6 %,50.00 %,305.42 W,107.08 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,33.90 %,0.05 GB/s,98.00 %,1410 MHz,16,4
2025-05-07 16:40:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,98.20 %,0.00 GB/s,9.19 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,49.40 %,302.39 W,108.12 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,34.00 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,100.00 %,0.00 GB/s,9.20 W,62.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,278.12 W,121.58 W,67.00 °C,1512 MHz,0.00 %,1380 MHz,0.10 GB/s,33.40 %,0.05 GB/s,99.00 %,1380 MHz,16,4
2025-05-07 16:40:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.2 %,90.02 %,100.00 %,0.00 GB/s,9.48 W,62.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,283.28 W,150.02 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.70 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:40:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,9.09 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.62 W,148.74 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,34.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:40:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,83.00 %,0.00 GB/s,9.06 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,19.30 %,295.34 W,146.35 W,67.00 °C,1512 MHz,20.70 %,1410 MHz,0.05 GB/s,60.60 %,0.07 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.17 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,306.38 W,142.52 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.80 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:40:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,100.00 %,0.00 GB/s,8.97 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,298.39 W,139.01 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,34.10 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,8.91 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,302.27 W,150.34 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,34.20 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.8 %,90.02 %,100.00 %,0.00 GB/s,9.39 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,294.59 W,142.62 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,34.60 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:40:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,90.02 %,100.00 %,0.00 GB/s,9.13 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,305.41 W,149.99 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,33.30 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,90.02 %,100.00 %,0.00 GB/s,9.15 W,63.00 °C,0.00 GB/s,54.00 %,5.6 %,50.00 %,295.56 W,146.55 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.30 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:40:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,90.02 %,90.80 %,0.00 GB/s,9.03 W,63.00 °C,0.00 GB/s,54.00 %,5.6 %,24.70 %,295.35 W,156.08 W,67.00 °C,1512 MHz,18.90 %,1395 MHz,0.04 GB/s,60.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
