timestamp,task_name,name,index,dram_power,sm_active,pcie_tx_bytes,pcie_rx_bytes,temperature.memory,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],usage.memory [%],dram_active,pcie.link.gen.current,cpu_usage,temperature.gpu,cpu_power,dram_usage,clocks.current.memory [MHz],nvlink_rx_bytes,pcie.link.width.current,power.draw [W],tensor_active,sm_occupancy,utilization.memory [%]
2025-05-07 16:34:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.46 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,58.00 °C,146.94 W,5.6 %,1512 MHz,0.00 GB/s,16,85.53 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.9 %,58.00 °C,147.90 W,5.6 %,1512 MHz,0.00 GB/s,16,81.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,151.46 W,5.6 %,1512 MHz,0.00 GB/s,16,81.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,58.00 °C,142.00 W,5.6 %,1512 MHz,0.00 GB/s,16,87.50 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,58.00 °C,132.68 W,5.6 %,1512 MHz,0.00 GB/s,16,82.20 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.0 %,58.00 °C,122.94 W,5.6 %,1512 MHz,0.00 GB/s,16,83.77 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.48 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,58.00 °C,104.63 W,5.6 %,1512 MHz,0.00 GB/s,16,82.43 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,58.00 °C,91.61 W,5.6 %,1512 MHz,0.00 GB/s,16,82.72 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,84.99 W,5.6 %,1512 MHz,0.00 GB/s,16,82.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.47 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,84.52 W,5.6 %,1512 MHz,0.00 GB/s,16,82.22 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,84.78 W,5.6 %,1512 MHz,0.00 GB/s,16,82.92 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,58.00 °C,82.10 W,5.6 %,1512 MHz,0.00 GB/s,16,83.01 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,58.00 °C,83.41 W,5.6 %,1512 MHz,0.00 GB/s,16,82.82 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,58.00 °C,84.15 W,5.6 %,1512 MHz,0.00 GB/s,16,83.22 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.9 %,58.00 °C,82.34 W,5.6 %,1512 MHz,0.00 GB/s,16,81.54 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.9 %,58.00 °C,84.32 W,5.6 %,1512 MHz,0.00 GB/s,16,86.58 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.9 %,58.00 °C,83.21 W,5.6 %,1512 MHz,0.00 GB/s,16,91.65 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,58.00 °C,85.21 W,5.6 %,1512 MHz,0.00 GB/s,16,91.65 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,5.2 %,58.00 °C,83.23 W,5.6 %,1512 MHz,0.00 GB/s,16,91.56 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,58.00 °C,83.07 W,5.6 %,1512 MHz,0.00 GB/s,16,81.93 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,58.00 °C,84.59 W,5.6 %,1512 MHz,0.00 GB/s,16,82.43 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.45 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,58.00 °C,83.29 W,5.6 %,1512 MHz,0.00 GB/s,16,82.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,82.08 W,5.6 %,1512 MHz,0.00 GB/s,16,82.43 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,82.44 W,5.6 %,1512 MHz,0.00 GB/s,16,82.14 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,82.98 W,5.6 %,1512 MHz,0.00 GB/s,16,81.64 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,58.00 °C,83.18 W,5.6 %,1512 MHz,0.00 GB/s,16,82.13 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.41 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,58.00 °C,82.28 W,5.6 %,1512 MHz,0.00 GB/s,16,81.44 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,57.00 °C,82.59 W,5.6 %,1512 MHz,0.00 GB/s,16,81.44 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,58.00 °C,83.01 W,5.6 %,1512 MHz,0.00 GB/s,16,82.24 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,57.00 °C,82.78 W,5.6 %,1512 MHz,0.00 GB/s,16,82.24 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,58.00 °C,84.94 W,5.6 %,1512 MHz,0.00 GB/s,16,91.65 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.82 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,6.5 %,58.00 °C,83.40 W,5.6 %,1512 MHz,0.00 GB/s,16,90.36 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,57.00 °C,85.43 W,5.6 %,1512 MHz,0.00 GB/s,16,83.62 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.43 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,57.00 °C,83.53 W,5.6 %,1512 MHz,0.00 GB/s,16,83.62 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,57.00 °C,84.04 W,5.6 %,1512 MHz,0.00 GB/s,16,92.54 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.39 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,57.00 °C,82.61 W,5.6 %,1512 MHz,0.00 GB/s,16,83.62 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,57.00 °C,85.19 W,5.6 %,1512 MHz,0.00 GB/s,16,83.62 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,57.00 °C,82.32 W,5.6 %,1512 MHz,0.00 GB/s,16,79.86 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,57.00 °C,83.64 W,5.6 %,1512 MHz,0.00 GB/s,16,89.98 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,57.00 °C,83.48 W,5.6 %,1512 MHz,0.00 GB/s,16,89.38 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,57.00 °C,82.86 W,5.6 %,1512 MHz,0.00 GB/s,16,89.58 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,57.00 °C,84.02 W,5.6 %,1512 MHz,0.00 GB/s,16,90.47 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,57.00 °C,84.92 W,5.6 %,1512 MHz,0.00 GB/s,16,91.07 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.11 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.9 %,57.00 °C,83.94 W,5.6 %,1512 MHz,0.00 GB/s,16,86.87 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.10 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.1 %,57.00 °C,83.85 W,5.6 %,1512 MHz,0.00 GB/s,16,91.26 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.2 %,57.00 °C,82.58 W,5.6 %,1512 MHz,0.00 GB/s,16,91.06 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.10 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.3 %,57.00 °C,84.98 W,5.6 %,1512 MHz,0.00 GB/s,16,79.77 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 %,0.11 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,57.00 °C,83.66 W,5.6 %,1512 MHz,0.00 GB/s,16,79.77 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.37 W,100.00 %,0.08 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,27.40 %,4,3.4 %,57.00 °C,83.26 W,5.6 %,1512 MHz,0.00 GB/s,16,87.73 W,0.00 %,50.00 %,0.00 %
2025-05-07 16:34:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,99.80 %,0.08 GB/s,0.04 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,13.40 %,4,3.1 %,60.00 °C,83.71 W,5.6 %,1512 MHz,0.00 GB/s,16,145.47 W,0.00 %,20.80 %,0.00 %
2025-05-07 16:34:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,100.00 %,0.08 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,30.90 %,4,4.0 %,61.00 °C,82.96 W,5.6 %,1512 MHz,0.00 GB/s,16,297.72 W,0.00 %,45.50 %,0.00 %
2025-05-07 16:34:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.09 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,34.20 %,4,3.4 %,61.00 °C,84.09 W,5.6 %,1512 MHz,0.00 GB/s,16,303.35 W,0.00 %,50.00 %,0.00 %
2025-05-07 16:34:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.08 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,89.00 %,1410 MHz,90.02 %,34.00 %,4,3.7 %,62.00 °C,83.09 W,5.6 %,1512 MHz,0.00 GB/s,16,299.09 W,0.00 %,50.00 %,39.00 %
2025-05-07 16:34:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,100.00 %,0.08 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,89.00 %,1410 MHz,90.02 %,33.50 %,4,3.7 %,62.00 °C,84.62 W,5.6 %,1512 MHz,0.00 GB/s,16,299.17 W,0.00 %,50.00 %,39.00 %
2025-05-07 16:34:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,60.40 %,0.09 GB/s,0.12 GB/s,65.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,60.40 %,4,7.0 %,62.00 °C,86.31 W,5.6 %,1512 MHz,0.00 GB/s,16,296.43 W,24.00 %,5.40 %,51.00 %
2025-05-07 16:34:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,93.10 %,0.08 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,22.50 %,4,5.2 %,62.00 °C,84.07 W,5.6 %,1512 MHz,0.00 GB/s,16,300.72 W,0.00 %,31.90 %,51.00 %
2025-05-07 16:34:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.08 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.40 %,4,3.4 %,62.00 °C,84.03 W,5.6 %,1512 MHz,0.00 GB/s,16,301.14 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,100.00 %,0.08 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,2.2 %,62.00 °C,83.49 W,5.6 %,1512 MHz,0.00 GB/s,16,287.37 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,100.00 %,0.08 GB/s,0.05 GB/s,65.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.80 %,4,3.7 %,62.00 °C,84.46 W,5.6 %,1512 MHz,0.00 GB/s,16,287.37 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.41 W,47.00 %,0.12 GB/s,0.24 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,32.20 %,4,5.0 %,62.00 °C,85.71 W,5.6 %,1512 MHz,0.00 GB/s,16,301.69 W,10.40 %,14.20 %,53.00 %
2025-05-07 16:34:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,33.40 %,4,3.7 %,62.00 °C,83.99 W,5.6 %,1512 MHz,0.00 GB/s,16,296.15 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.70 %,4,2.5 %,62.00 °C,82.29 W,5.6 %,1512 MHz,0.00 GB/s,16,302.19 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,3.4 %,63.00 °C,83.05 W,5.6 %,1512 MHz,0.00 GB/s,16,301.42 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,99.20 %,0.08 GB/s,0.04 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,26.50 %,4,2.8 %,63.00 °C,83.62 W,5.6 %,1512 MHz,0.00 GB/s,16,298.40 W,0.00 %,38.30 %,53.00 %
2025-05-07 16:34:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.40 %,4,3.7 %,62.00 °C,94.94 W,5.6 %,1512 MHz,0.00 GB/s,16,283.94 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,3.4 %,63.00 °C,114.87 W,5.6 %,1512 MHz,0.00 GB/s,16,298.43 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,100.00 %,0.09 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,97.00 %,1410 MHz,90.02 %,33.50 %,4,2.2 %,63.00 °C,103.59 W,5.6 %,1512 MHz,0.00 GB/s,16,302.67 W,0.00 %,50.00 %,52.00 %
2025-05-07 16:34:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,100.00 %,0.10 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,34.50 %,4,8.8 %,63.00 °C,136.72 W,5.6 %,1512 MHz,0.00 GB/s,16,300.64 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.40 %,4,6.8 %,63.00 °C,153.43 W,5.6 %,1512 MHz,0.00 GB/s,16,300.52 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.80 %,4,6.2 %,63.00 °C,150.74 W,5.6 %,1512 MHz,0.00 GB/s,16,293.93 W,0.00 %,50.00 %,53.00 %
