timestamp,task_name,name,index,temperature.memory,utilization.memory [%],dram_usage,pcie.link.gen.current,nvlink_tx_bytes,tensor_active,dram_active,usage.memory [%],sm_active,pcie_tx_bytes,cpu_power,clocks.current.sm [MHz],cpu_usage,dram_power,power.draw [W],pcie.link.width.current,sm_occupancy,nvlink_rx_bytes,utilization.gpu [%],pcie_rx_bytes,clocks.current.graphics [MHz],temperature.gpu,clocks.current.memory [MHz]
2025-05-07 16:41:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.86 W,1410 MHz,0.6 %,9.30 W,89.58 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,152.64 W,1410 MHz,1.9 %,9.13 W,81.23 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,151.88 W,1410 MHz,1.9 %,9.08 W,90.47 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.95 W,1410 MHz,1.6 %,9.26 W,88.70 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.69 W,1410 MHz,1.8 %,9.03 W,88.99 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.62 W,1410 MHz,1.9 %,9.12 W,89.48 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.15 W,1410 MHz,1.6 %,9.28 W,88.80 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.71 W,1410 MHz,1.5 %,8.90 W,88.89 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,151.53 W,1410 MHz,1.9 %,9.06 W,89.47 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.20 W,1410 MHz,3.1 %,9.29 W,89.19 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.88 W,1410 MHz,3.1 %,9.29 W,89.58 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.47 W,1410 MHz,1.9 %,9.14 W,89.67 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.26 W,1410 MHz,2.5 %,9.38 W,89.78 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.41 W,1410 MHz,1.2 %,9.30 W,89.67 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.90 W,1410 MHz,1.9 %,9.29 W,90.07 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,136.83 W,1410 MHz,1.5 %,9.25 W,89.58 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,124.31 W,1410 MHz,1.9 %,9.29 W,89.88 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,116.59 W,1410 MHz,1.5 %,9.13 W,89.98 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,114.19 W,1410 MHz,1.5 %,9.17 W,90.17 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,107.58 W,1410 MHz,1.8 %,9.18 W,90.27 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,99.75 W,1410 MHz,1.8 %,9.37 W,89.98 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,93.21 W,1410 MHz,1.6 %,9.41 W,90.07 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,87.67 W,1410 MHz,3.4 %,9.21 W,89.88 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,84.85 W,1410 MHz,5.2 %,9.25 W,80.86 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,84.11 W,1410 MHz,2.7 %,9.37 W,88.01 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.73 W,1410 MHz,1.9 %,9.22 W,87.51 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.46 W,1410 MHz,1.9 %,9.38 W,87.61 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.37 W,1410 MHz,1.8 %,9.35 W,88.30 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.52 W,1410 MHz,1.9 %,9.36 W,88.11 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,84.15 W,1410 MHz,1.9 %,9.39 W,88.11 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.60 W,1410 MHz,1.9 %,9.28 W,88.00 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,84.84 W,1410 MHz,2.2 %,9.43 W,88.40 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.10 W,1410 MHz,1.5 %,9.26 W,88.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.10 GB/s,83.52 W,1410 MHz,2.4 %,9.18 W,88.80 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.37 W,1410 MHz,1.6 %,9.37 W,88.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.37 W,1410 MHz,4.3 %,9.40 W,88.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.48 W,1410 MHz,2.4 %,9.33 W,81.54 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.73 W,1410 MHz,3.1 %,9.49 W,86.62 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,85.35 W,1410 MHz,2.2 %,9.23 W,84.40 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.98 W,1410 MHz,4.0 %,9.32 W,85.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,84.03 W,1410 MHz,2.8 %,9.32 W,85.74 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.10 GB/s,82.18 W,1410 MHz,0.3 %,9.26 W,81.35 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.07 GB/s,82.15 W,1410 MHz,2.2 %,9.40 W,81.35 W,16,0.00 %,0.00 GB/s,0.00 %,0.03 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.93 W,1410 MHz,1.9 %,9.16 W,87.31 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.03 W,1410 MHz,0.9 %,9.34 W,80.96 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.64 W,1410 MHz,1.5 %,9.23 W,86.84 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.65 W,1410 MHz,1.6 %,9.26 W,82.43 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.22 W,1410 MHz,4.9 %,9.45 W,81.93 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.10 GB/s,83.71 W,1410 MHz,3.1 %,9.33 W,81.93 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,57.00 °C,1512 MHz
2025-05-07 16:41:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,85.12 W,1410 MHz,2.8 %,9.36 W,83.20 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,83.74 W,1410 MHz,2.8 %,9.28 W,82.83 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.11 GB/s,82.06 W,1410 MHz,2.2 %,9.28 W,82.82 W,16,0.00 %,0.00 GB/s,0.00 %,0.04 GB/s,1410 MHz,58.00 °C,1512 MHz
2025-05-07 16:41:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,27.10 %,90.02 %,100.00 %,0.08 GB/s,86.31 W,1410 MHz,3.4 %,9.21 W,84.78 W,16,50.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,57.00 °C,1512 MHz
2025-05-07 16:41:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,27.20 %,90.02 %,100.00 %,0.08 GB/s,83.27 W,1410 MHz,3.7 %,9.27 W,144.75 W,16,50.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,25.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.08 GB/s,83.36 W,1410 MHz,2.2 %,9.26 W,295.51 W,16,50.00 %,0.00 GB/s,58.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,25.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.08 GB/s,84.74 W,1410 MHz,3.1 %,9.18 W,302.01 W,16,50.00 %,0.00 GB/s,58.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,25.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.08 GB/s,83.46 W,1410 MHz,3.7 %,9.18 W,301.40 W,16,50.00 %,0.00 GB/s,58.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,48.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.09 GB/s,87.50 W,1410 MHz,3.4 %,9.32 W,301.40 W,16,50.00 %,0.00 GB/s,98.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,48.00 %,5.6 %,4,0.00 GB/s,19.10 %,56.40 %,90.02 %,87.80 %,0.07 GB/s,86.69 W,1410 MHz,3.4 %,9.09 W,299.25 W,16,13.20 %,0.00 GB/s,98.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.90 %,90.02 %,100.00 %,0.08 GB/s,84.85 W,1410 MHz,7.2 %,9.53 W,301.23 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.08 GB/s,84.04 W,1410 MHz,4.3 %,9.18 W,304.41 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,30.50 %,90.02 %,87.60 %,0.10 GB/s,96.30 W,1410 MHz,3.7 %,9.02 W,300.74 W,16,43.80 %,0.00 GB/s,99.00 %,0.06 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,90.02 %,100.00 %,0.09 GB/s,122.52 W,1410 MHz,4.3 %,9.06 W,292.68 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,12.30 %,32.40 %,90.02 %,36.90 %,0.14 GB/s,140.67 W,1410 MHz,3.7 %,9.15 W,302.39 W,16,7.80 %,0.00 GB/s,99.00 %,0.29 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,148.66 W,1395 MHz,3.4 %,9.00 W,300.63 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,54.00 %,5.6 %,4,0.00 GB/s,23.70 %,58.70 %,90.02 %,59.70 %,0.10 GB/s,149.84 W,1410 MHz,3.4 %,8.98 W,291.76 W,16,5.60 %,0.00 GB/s,100.00 %,0.12 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.09 GB/s,153.80 W,1395 MHz,1.9 %,8.96 W,302.76 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.09 GB/s,128.89 W,1395 MHz,3.4 %,9.01 W,302.59 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,30.80 %,90.02 %,100.00 %,0.09 GB/s,146.21 W,1410 MHz,3.1 %,8.99 W,295.94 W,16,45.30 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.10 GB/s,145.86 W,1410 MHz,4.7 %,9.39 W,296.64 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,63.00 °C,1512 MHz
