timestamp,task_name,name,index,cpu_usage,cpu_power,tensor_active,utilization.memory [%],dram_active,temperature.memory,clocks.current.memory [MHz],utilization.gpu [%],clocks.current.sm [MHz],clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,power.draw [W],pcie.link.gen.current,dram_usage,nvlink_rx_bytes,usage.memory [%],pcie_tx_bytes,sm_occupancy,temperature.gpu,pcie.link.width.current,sm_active,nvlink_tx_bytes
2025-05-07 14:35:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,151.46 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,79.55 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,144.91 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,79.74 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,144.18 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.28 W,0.05 GB/s,79.44 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,147.44 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,79.14 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,148.06 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.98 W,0.05 GB/s,79.14 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,147.85 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,89.97 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,148.64 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.94 W,0.05 GB/s,79.55 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,151.80 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,79.55 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,147.01 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.33 W,0.05 GB/s,79.45 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,148.67 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.22 W,0.05 GB/s,79.45 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,146.93 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.10 W,0.05 GB/s,79.45 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,151.26 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,79.55 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,152.68 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.95 W,0.05 GB/s,79.45 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,144.36 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,79.34 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,129.67 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.13 W,0.05 GB/s,78.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,121.82 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.24 W,0.05 GB/s,79.26 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,112.41 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.43 W,0.05 GB/s,78.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,111.45 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.26 W,0.05 GB/s,79.17 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,109.77 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.20 W,0.05 GB/s,79.08 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,108.00 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,79.08 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,102.62 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.08 W,0.05 GB/s,78.59 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,96.06 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,78.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.7 %,91.62 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.32 W,0.04 GB/s,78.88 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.0 %,83.01 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.45 W,0.05 GB/s,78.59 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,84.02 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.44 W,0.05 GB/s,78.88 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.4 %,82.91 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.31 W,0.03 GB/s,89.48 W,4,5.6 %,0.00 GB/s,90.02 %,0.08 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,82.63 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.31 W,0.05 GB/s,88.70 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,7.1 %,99.51 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.39 W,0.05 GB/s,88.70 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,105.00 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,89.38 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,113.89 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.35 W,0.05 GB/s,89.67 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,115.27 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.16 W,0.05 GB/s,89.67 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,114.62 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.23 W,0.05 GB/s,89.67 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,117.88 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.40 W,0.05 GB/s,88.39 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,118.19 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.36 W,0.05 GB/s,88.19 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,126.63 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.26 W,0.05 GB/s,84.85 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,134.35 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.27 W,0.05 GB/s,84.85 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,138.13 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.12 W,0.05 GB/s,80.84 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,145.73 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.18 W,0.05 GB/s,89.37 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,149.96 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.22 W,0.05 GB/s,89.19 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.89 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,89.19 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,145.75 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,89.18 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,140.58 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,89.19 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,134.97 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,89.18 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,133.55 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,89.18 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,135.60 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,89.28 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,132.92 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,89.08 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,131.43 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.27 W,0.05 GB/s,88.99 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,132.99 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,89.08 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,136.09 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.23 W,0.05 GB/s,89.09 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.81 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,89.08 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,148.05 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.00 W,0.05 GB/s,89.08 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,146.85 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.02 W,0.05 GB/s,88.89 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,55.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,147.51 W,0.00 %,0.00 %,27.30 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.85 W,0.05 GB/s,89.09 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,55.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.3 %,153.20 W,0.00 %,0.00 %,27.20 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.93 W,0.05 GB/s,300.25 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,55.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,142.52 W,0.00 %,24.00 %,33.60 %,59.00 °C,1512 MHz,56.00 %,1410 MHz,1410 MHz,8.94 W,0.05 GB/s,300.05 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,59.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,143.67 W,0.00 %,24.00 %,33.40 %,61.00 °C,1512 MHz,56.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,295.35 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,59.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,146.02 W,0.00 %,24.00 %,34.20 %,61.00 °C,1512 MHz,56.00 %,1410 MHz,1410 MHz,8.81 W,0.06 GB/s,296.07 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,59.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,135.99 W,31.90 %,48.00 %,82.00 %,61.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.12 W,0.06 GB/s,301.02 W,4,5.6 %,0.00 GB/s,90.02 %,0.07 GB/s,9.80 %,59.00 °C,16,89.30 %,0.00 GB/s
2025-05-07 14:35:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.8 %,150.11 W,0.00 %,48.00 %,34.20 %,63.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.21 W,0.06 GB/s,292.45 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.7 %,143.18 W,0.00 %,53.00 %,33.40 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,296.14 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.5 %,141.85 W,0.00 %,53.00 %,33.70 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.14 W,0.06 GB/s,297.83 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,147.73 W,0.00 %,53.00 %,33.80 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.22 W,0.05 GB/s,298.88 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,150.40 W,0.00 %,53.00 %,34.00 %,63.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.94 W,0.05 GB/s,298.29 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,150.32 W,0.00 %,53.00 %,34.10 %,63.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.92 W,0.05 GB/s,284.16 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,148.79 W,0.00 %,53.00 %,31.40 %,63.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.97 W,0.05 GB/s,295.97 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,46.40 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,150.00 W,38.80 %,54.00 %,94.60 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.99 W,0.06 GB/s,301.60 W,4,5.6 %,0.00 GB/s,90.02 %,0.07 GB/s,10.70 %,60.00 °C,16,96.70 %,0.00 GB/s
2025-05-07 14:35:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,149.50 W,0.00 %,54.00 %,31.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.87 W,0.03 GB/s,293.15 W,4,5.6 %,0.00 GB/s,90.02 %,0.04 GB/s,46.80 %,60.00 °C,16,97.40 %,0.00 GB/s
2025-05-07 14:35:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,149.46 W,0.00 %,53.00 %,34.00 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.94 W,0.05 GB/s,297.61 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,148.93 W,0.00 %,53.00 %,34.10 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.88 W,0.05 GB/s,297.78 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.4 %,144.91 W,0.00 %,54.00 %,33.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.12 W,0.05 GB/s,301.20 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
