timestamp,task_name,name,index,sm_active,pcie.link.width.current,dram_active,dram_power,usage.memory [%],clocks.current.memory [MHz],clocks.current.graphics [MHz],utilization.gpu [%],pcie_rx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,nvlink_tx_bytes,cpu_power,nvlink_rx_bytes,sm_occupancy,pcie_tx_bytes,temperature.memory,tensor_active,power.draw [W],dram_usage,utilization.memory [%],temperature.gpu,cpu_usage
2025-05-07 16:37:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.13 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.54 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.26 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.28 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,142.26 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,2.1 %
2025-05-07 16:37:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.53 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.47 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,5.0 %
2025-05-07 16:37:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.18 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.59 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.35 W,5.6 %,0.00 %,58.00 °C,2.5 %
2025-05-07 16:37:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.31 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.44 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.36 W,5.6 %,0.00 %,58.00 °C,2.5 %
2025-05-07 16:37:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.10 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.78 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.45 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.00 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.26 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.55 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.99 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.11 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.06 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.64 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.45 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.31 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,143.86 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.45 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.94 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.69 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.55 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.07 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.40 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.5 %
2025-05-07 16:37:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.25 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.14 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.04 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.72 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.05 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.31 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.5 %
2025-05-07 16:37:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.27 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.11 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,3.1 %
2025-05-07 16:37:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.22 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.57 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.55 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.05 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.03 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.2 %
2025-05-07 16:37:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.60 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.21 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.17 W,0.00 GB/s,0.00 %,0.09 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,153.33 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.64 W,5.6 %,0.00 %,58.00 °C,1.5 %
2025-05-07 16:37:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.91 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.31 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.19 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.55 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.04 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.12 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.74 W,5.6 %,0.00 %,58.00 °C,3.1 %
2025-05-07 16:37:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.54 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.53 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.19 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,132.92 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.8 %
2025-05-07 16:37:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.51 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,116.71 W,0.00 GB/s,0.00 %,0.12 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,6.0 %
2025-05-07 16:37:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.54 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,100.84 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.45 W,5.6 %,0.00 %,58.00 °C,3.7 %
2025-05-07 16:37:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.47 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,92.56 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.38 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,87.16 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.36 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.22 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,84.90 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,1.2 %
2025-05-07 16:37:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.20 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,84.20 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.43 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.55 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,1.6 %
2025-05-07 16:37:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.39 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.59 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,58.00 °C,1.2 %
2025-05-07 16:37:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,81.91 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,57.00 °C,1.2 %
2025-05-07 16:37:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.36 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,85.37 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,57.00 °C,1.9 %
2025-05-07 16:37:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.19 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,83.84 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,92.24 W,5.6 %,0.00 %,57.00 °C,1.9 %
2025-05-07 16:37:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.39 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,84.18 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,92.64 W,5.6 %,0.00 %,57.00 °C,1.8 %
2025-05-07 16:37:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.22 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.86 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,57.00 °C,2.8 %
2025-05-07 16:37:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.45 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.44 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.46 W,5.6 %,0.00 %,57.00 °C,2.8 %
2025-05-07 16:37:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.38 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,83.43 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,91.36 W,5.6 %,0.00 %,57.00 °C,2.5 %
2025-05-07 16:37:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,83.56 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.36 W,5.6 %,0.00 %,57.00 °C,2.2 %
2025-05-07 16:37:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.23 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,84.32 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,79.57 W,5.6 %,0.00 %,57.00 °C,1.5 %
2025-05-07 16:37:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.40 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,84.33 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,79.57 W,5.6 %,0.00 %,57.00 °C,1.5 %
2025-05-07 16:37:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.35 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,83.75 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,80.86 W,5.6 %,0.00 %,57.00 °C,0.6 %
2025-05-07 16:37:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.42 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.93 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,80.86 W,5.6 %,0.00 %,57.00 °C,4.9 %
2025-05-07 16:37:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,82.55 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,91.17 W,5.6 %,0.00 %,57.00 °C,1.6 %
2025-05-07 16:37:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.34 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,83.59 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,80.86 W,5.6 %,0.00 %,57.00 °C,1.5 %
2025-05-07 16:37:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.25 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,81.83 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,81.06 W,5.6 %,0.00 %,57.00 °C,1.5 %
2025-05-07 16:37:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,83.30 W,0.00 GB/s,0.00 %,0.11 GB/s,59.00 °C,0.00 %,81.06 W,5.6 %,0.00 %,57.00 °C,1.5 %
2025-05-07 16:37:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.31 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,83.08 W,0.00 GB/s,0.00 %,0.10 GB/s,59.00 °C,0.00 %,81.74 W,5.6 %,0.00 %,57.00 °C,4.0 %
2025-05-07 16:37:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,95.80 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,84.36 W,0.00 GB/s,11.10 %,0.06 GB/s,59.00 °C,38.20 %,282.47 W,5.6 %,0.00 %,58.00 °C,2.8 %
2025-05-07 16:37:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.19 W,90.02 %,1512 MHz,1410 MHz,92.00 %,0.04 GB/s,1410 MHz,4,0.00 GB/s,83.62 W,0.00 GB/s,50.00 %,0.08 GB/s,61.00 °C,0.00 %,303.82 W,5.6 %,40.00 %,61.00 °C,2.5 %
2025-05-07 16:37:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.08 W,90.02 %,1512 MHz,1410 MHz,92.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,87.18 W,0.00 GB/s,50.00 %,0.08 GB/s,63.00 °C,0.00 %,298.19 W,5.6 %,40.00 %,61.00 °C,3.4 %
2025-05-07 16:37:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.10 %,9.15 W,90.02 %,1512 MHz,1410 MHz,92.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,84.91 W,0.00 GB/s,50.00 %,0.08 GB/s,63.00 °C,0.00 %,305.05 W,5.6 %,40.00 %,62.00 °C,3.1 %
2025-05-07 16:37:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.70 %,16,21.90 %,9.07 W,90.02 %,1512 MHz,1410 MHz,98.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,83.90 W,0.00 GB/s,30.70 %,0.08 GB/s,65.00 °C,0.00 %,301.40 W,5.6 %,52.00 %,62.00 °C,2.8 %
2025-05-07 16:37:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.00 %,9.30 W,90.02 %,1512 MHz,1410 MHz,98.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,83.04 W,0.00 GB/s,50.00 %,0.08 GB/s,65.00 °C,0.00 %,303.65 W,5.6 %,52.00 %,62.00 °C,5.3 %
2025-05-07 16:37:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.19 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,92.62 W,0.00 GB/s,50.00 %,0.09 GB/s,65.00 °C,0.00 %,305.72 W,5.6 %,53.00 %,62.00 °C,4.4 %
2025-05-07 16:37:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,9.07 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,114.32 W,0.00 GB/s,50.00 %,0.09 GB/s,65.00 °C,0.00 %,305.72 W,5.6 %,53.00 %,62.00 °C,2.8 %
2025-05-07 16:37:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.10 %,16,54.60 %,9.23 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.12 GB/s,1395 MHz,4,0.00 GB/s,114.74 W,0.00 GB/s,5.40 %,0.10 GB/s,65.00 °C,22.50 %,298.26 W,5.6 %,53.00 %,62.00 °C,5.2 %
2025-05-07 16:37:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,9.17 W,90.02 %,1512 MHz,1380 MHz,100.00 %,0.05 GB/s,1380 MHz,4,0.00 GB/s,148.61 W,0.00 GB/s,50.00 %,0.10 GB/s,65.00 °C,0.00 %,303.64 W,5.6 %,53.00 %,62.00 °C,6.5 %
2025-05-07 16:37:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,9.13 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,149.83 W,0.00 GB/s,50.00 %,0.09 GB/s,65.00 °C,0.00 %,290.30 W,5.6 %,53.00 %,62.00 °C,5.1 %
2025-05-07 16:37:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.23 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,152.47 W,0.00 GB/s,50.00 %,0.10 GB/s,65.00 °C,0.00 %,293.23 W,5.6 %,53.00 %,62.00 °C,4.0 %
2025-05-07 16:37:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.04 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,149.51 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,296.72 W,5.6 %,53.00 %,62.00 °C,5.3 %
2025-05-07 16:37:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.15 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,153.20 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,297.44 W,5.6 %,53.00 %,63.00 °C,3.7 %
2025-05-07 16:37:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.70 %,9.03 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.12 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,306.38 W,5.6 %,53.00 %,63.00 °C,3.7 %
2025-05-07 16:37:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,8.95 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,147.86 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,301.78 W,5.6 %,53.00 %,63.00 °C,3.4 %
2025-05-07 16:37:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.22 W,90.02 %,1512 MHz,1410 MHz,99.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,149.89 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,302.60 W,5.6 %,53.00 %,63.00 °C,6.2 %
2025-05-07 16:37:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,9.16 W,90.02 %,1512 MHz,1410 MHz,99.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.93 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,304.04 W,5.6 %,53.00 %,63.00 °C,3.3 %
