timestamp,task_name,name,index,temperature.memory,nvlink_tx_bytes,nvlink_rx_bytes,usage.memory [%],tensor_active,sm_occupancy,power.draw [W],utilization.memory [%],dram_active,dram_usage,clocks.current.graphics [MHz],cpu_usage,cpu_power,pcie.link.gen.current,pcie_rx_bytes,clocks.current.memory [MHz],dram_power,clocks.current.sm [MHz],temperature.gpu,pcie_tx_bytes,pcie.link.width.current,sm_active,utilization.gpu [%]
2025-05-07 16:35:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,146.48 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,80.95 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,148.30 W,4,0.05 GB/s,1512 MHz,9.02 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.65 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.1 %,145.18 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,142.66 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.06 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,143.13 W,4,0.05 GB/s,1512 MHz,8.94 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,148.40 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,146.61 W,4,0.05 GB/s,1512 MHz,8.98 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,146.62 W,4,0.05 GB/s,1512 MHz,9.03 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.15 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.4 %,145.40 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.5 %,146.53 W,4,0.05 GB/s,1512 MHz,9.26 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.05 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.0 %,144.95 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.15 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.5 %,148.79 W,4,0.05 GB/s,1512 MHz,9.33 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.94 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,143.11 W,4,0.05 GB/s,1512 MHz,9.10 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.14 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,146.64 W,4,0.05 GB/s,1512 MHz,9.12 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,146.94 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.17 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,149.32 W,4,0.05 GB/s,1512 MHz,9.18 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.26 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,148.76 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.06 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.6 %,150.99 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.06 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,147.91 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,81.64 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,141.88 W,4,0.05 GB/s,1512 MHz,9.17 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.33 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,141.82 W,4,0.05 GB/s,1512 MHz,9.37 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.96 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,144.89 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.57 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,146.91 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.47 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,151.90 W,4,0.05 GB/s,1512 MHz,9.18 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.57 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.7 %,147.64 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.57 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,147.13 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.57 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,124.76 W,4,0.05 GB/s,1512 MHz,9.27 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.26 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,119.17 W,4,0.05 GB/s,1512 MHz,9.18 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,114.65 W,4,0.05 GB/s,1512 MHz,9.26 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.77 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,111.42 W,4,0.05 GB/s,1512 MHz,9.12 W,1410 MHz,57.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.36 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.6 %,107.24 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,57.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.36 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,105.43 W,4,0.05 GB/s,1512 MHz,9.36 W,1410 MHz,57.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,87.11 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.3 %,94.27 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,87.11 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,92.93 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,87.51 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.0 %,84.74 W,4,0.05 GB/s,1512 MHz,9.29 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,81.54 W,0.00 %,0.00 %,5.6 %,1410 MHz,9.3 %,83.82 W,4,0.04 GB/s,1512 MHz,9.49 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,80.65 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,84.40 W,4,0.04 GB/s,1512 MHz,9.29 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,88.20 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,85.03 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.15 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.7 %,81.67 W,4,0.05 GB/s,1512 MHz,9.35 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.30 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,84.11 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.01 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.1 %,81.85 W,4,0.04 GB/s,1512 MHz,9.20 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,83.33 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,83.34 W,4,0.05 GB/s,1512 MHz,9.19 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,83.81 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,82.56 W,4,0.04 GB/s,1512 MHz,9.27 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.69 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.3 %,82.77 W,4,0.04 GB/s,1512 MHz,9.29 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,89.19 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,82.70 W,4,0.04 GB/s,1512 MHz,9.17 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,89.19 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,82.76 W,4,0.05 GB/s,1512 MHz,9.29 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.17 W,0.00 %,0.00 %,5.6 %,1410 MHz,5.6 %,82.97 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.07 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.0 %,82.68 W,4,0.04 GB/s,1512 MHz,9.35 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,86.36 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,81.66 W,4,0.05 GB/s,1512 MHz,9.42 W,1410 MHz,57.00 °C,0.11 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.47 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,82.89 W,4,0.04 GB/s,1512 MHz,9.21 W,1410 MHz,57.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,25.00 %,87.41 W,12.00 %,15.70 %,5.6 %,1410 MHz,3.7 %,84.00 W,4,0.04 GB/s,1512 MHz,9.41 W,1410 MHz,57.00 °C,0.08 GB/s,16,100.00 %,27.00 %
2025-05-07 16:35:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,36.10 %,87.41 W,12.00 %,20.90 %,5.6 %,1410 MHz,3.7 %,85.44 W,4,0.04 GB/s,1512 MHz,9.07 W,1410 MHz,60.00 °C,0.08 GB/s,16,100.00 %,27.00 %
2025-05-07 16:35:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,295.32 W,12.00 %,33.60 %,5.6 %,1410 MHz,3.4 %,83.74 W,4,0.05 GB/s,1512 MHz,9.13 W,1410 MHz,61.00 °C,0.08 GB/s,16,100.00 %,27.00 %
2025-05-07 16:35:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.51 W,46.00 %,33.50 %,5.6 %,1410 MHz,3.4 %,84.19 W,4,0.05 GB/s,1512 MHz,9.14 W,1410 MHz,61.00 °C,0.08 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.22 W,46.00 %,34.10 %,5.6 %,1410 MHz,3.1 %,91.91 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,62.00 °C,0.08 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,291.70 W,53.00 %,34.10 %,5.6 %,1410 MHz,3.4 %,112.96 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,62.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,6.10 %,15.70 %,302.57 W,53.00 %,29.80 %,5.6 %,1410 MHz,3.7 %,124.10 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,62.00 °C,0.09 GB/s,16,78.60 %,100.00 %
2025-05-07 16:35:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,33.00 %,298.69 W,53.00 %,23.30 %,5.6 %,1410 MHz,3.0 %,124.31 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,62.00 °C,0.10 GB/s,16,96.20 %,100.00 %
2025-05-07 16:35:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.50 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.4 %,120.84 W,4,0.06 GB/s,1512 MHz,9.10 W,1410 MHz,62.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,24.60 %,301.61 W,53.00 %,17.60 %,5.6 %,1410 MHz,3.1 %,134.84 W,4,0.04 GB/s,1512 MHz,9.13 W,1410 MHz,62.00 °C,0.09 GB/s,16,83.10 %,100.00 %
2025-05-07 16:35:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,304.53 W,53.00 %,33.60 %,5.6 %,1410 MHz,5.6 %,149.84 W,4,0.06 GB/s,1512 MHz,8.94 W,1410 MHz,62.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.89 W,53.00 %,34.30 %,5.6 %,1395 MHz,3.1 %,150.41 W,4,0.05 GB/s,1512 MHz,9.22 W,1395 MHz,62.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.70 W,53.00 %,33.70 %,5.6 %,1410 MHz,3.1 %,142.71 W,4,0.06 GB/s,1512 MHz,8.88 W,1410 MHz,62.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.99 W,53.00 %,33.80 %,5.6 %,1410 MHz,3.7 %,149.12 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,62.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,297.51 W,53.00 %,33.40 %,5.6 %,1410 MHz,4.3 %,150.20 W,4,0.05 GB/s,1512 MHz,8.96 W,1410 MHz,62.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,33.20 %,302.48 W,54.00 %,23.40 %,5.6 %,1410 MHz,2.8 %,147.96 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,63.00 °C,0.10 GB/s,16,96.50 %,100.00 %
2025-05-07 16:35:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.00 W,54.00 %,35.10 %,5.6 %,1410 MHz,3.1 %,147.77 W,4,0.06 GB/s,1512 MHz,8.94 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,38.10 %,10.90 %,304.32 W,53.00 %,93.90 %,5.6 %,1410 MHz,3.4 %,137.06 W,4,0.06 GB/s,1512 MHz,9.13 W,1410 MHz,63.00 °C,0.07 GB/s,16,98.10 %,100.00 %
2025-05-07 16:35:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,34.90 %,299.48 W,53.00 %,24.40 %,5.6 %,1410 MHz,4.4 %,146.55 W,4,0.06 GB/s,1512 MHz,9.28 W,1410 MHz,63.00 °C,0.10 GB/s,16,80.30 %,100.00 %
2025-05-07 16:35:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.09 W,54.00 %,34.70 %,5.6 %,1410 MHz,4.3 %,153.93 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
