timestamp,task_name,name,index,sm_active,temperature.gpu,nvlink_rx_bytes,pcie_tx_bytes,tensor_active,pcie.link.gen.current,sm_occupancy,clocks.current.memory [MHz],dram_active,pcie_rx_bytes,usage.memory [%],clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory,nvlink_tx_bytes,cpu_usage,dram_power,power.draw [W],utilization.memory [%],dram_usage,utilization.gpu [%]
2025-05-07 16:33:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.30 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.30 W,87.51 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,153.13 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.5 %,9.07 W,87.89 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,152.29 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.8 %,9.38 W,92.20 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,144.46 W,16,1410 MHz,59.00 °C,0.00 GB/s,5.6 %,9.20 W,92.94 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,105.80 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.8 %,9.31 W,93.23 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,88.40 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.4 %,9.24 W,92.24 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.90 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.1 %,9.45 W,92.04 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.86 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.24 W,81.93 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.78 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.5 %,9.31 W,91.46 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.76 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.20 W,91.26 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.60 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.16 W,91.26 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,84.90 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.2 %,9.15 W,91.36 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.76 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.5 %,9.33 W,92.04 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.15 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.26 W,92.33 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,84.53 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.3 %,9.21 W,91.56 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.83 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.31 W,80.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.23 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.3 %,9.30 W,90.57 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,81.59 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.4 %,9.30 W,80.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.32 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.32 W,88.80 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.62 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.5 %,9.15 W,88.01 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,85.62 W,16,1410 MHz,59.00 °C,0.00 GB/s,5.9 %,9.57 W,88.30 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.65 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.9 %,9.22 W,88.11 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.26 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.6 %,9.32 W,80.25 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,84.25 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.2 %,9.19 W,82.72 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,81.64 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.30 W,85.93 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.64 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.6 %,9.34 W,81.25 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.22 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.6 %,9.36 W,90.17 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.17 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.9 %,9.15 W,87.61 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.42 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.24 W,87.61 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.98 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.8 %,9.37 W,83.62 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,84.02 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.5 %,9.41 W,92.14 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,83.47 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.1 %,9.44 W,92.24 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.83 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.4 %,9.29 W,91.26 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.52 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.6 %,9.23 W,91.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.16 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.45 W,91.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.93 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.42 W,90.47 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.42 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.7 %,9.24 W,90.47 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.22 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.1 %,9.26 W,80.25 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.82 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.21 W,88.99 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.36 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.9 %,9.27 W,79.67 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.52 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.09 W,79.67 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.39 W,16,1410 MHz,59.00 °C,0.00 GB/s,4.2 %,9.52 W,88.59 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,85.81 W,16,1410 MHz,59.00 °C,0.00 GB/s,4.3 %,9.26 W,87.61 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.73 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.2 %,9.41 W,87.44 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,81.83 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.1 %,9.37 W,85.97 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,82.78 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.29 W,86.26 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.74 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.9 %,9.40 W,80.56 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,83.32 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.1 %,9.38 W,80.56 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,57.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,82.63 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.5 %,9.19 W,85.95 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.30 %,57.00 °C,0.00 GB/s,0.08 GB/s,0.00 %,4,36.60 %,1512 MHz,19.40 %,0.05 GB/s,90.02 %,1410 MHz,84.73 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.02 W,260.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,60.00 °C,0.00 GB/s,0.08 GB/s,0.00 %,4,50.00 %,1512 MHz,27.20 %,0.05 GB/s,90.02 %,1410 MHz,84.44 W,16,1410 MHz,59.00 °C,0.00 GB/s,3.7 %,9.12 W,260.06 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,61.00 °C,0.00 GB/s,0.08 GB/s,0.00 %,4,50.00 %,1512 MHz,33.40 %,0.05 GB/s,90.02 %,1410 MHz,83.82 W,16,1410 MHz,63.00 °C,0.00 GB/s,2.2 %,9.11 W,291.46 W,23.00 %,5.6 %,54.00 %
2025-05-07 16:33:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,31.90 %,61.00 °C,0.00 GB/s,0.13 GB/s,12.00 %,4,5.20 %,1512 MHz,30.60 %,0.28 GB/s,90.02 %,1410 MHz,84.14 W,16,1410 MHz,63.00 °C,0.00 GB/s,3.1 %,9.20 W,296.04 W,23.00 %,5.6 %,54.00 %
2025-05-07 16:33:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,31.10 %,61.00 °C,0.00 GB/s,0.14 GB/s,12.00 %,4,4.80 %,1512 MHz,30.90 %,0.29 GB/s,90.02 %,1410 MHz,84.93 W,16,1410 MHz,63.00 °C,0.00 GB/s,5.4 %,9.23 W,300.75 W,23.00 %,5.6 %,54.00 %
2025-05-07 16:33:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,46.70 %,1512 MHz,31.50 %,0.05 GB/s,90.02 %,1410 MHz,93.52 W,16,1410 MHz,65.00 °C,0.00 GB/s,4.3 %,9.28 W,304.13 W,48.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,34.00 %,0.05 GB/s,90.02 %,1410 MHz,110.00 W,16,1410 MHz,65.00 °C,0.00 GB/s,5.0 %,9.35 W,296.93 W,48.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,33.60 %,0.05 GB/s,90.02 %,1410 MHz,145.59 W,16,1410 MHz,65.00 °C,0.00 GB/s,3.1 %,8.92 W,294.49 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,33.80 %,0.05 GB/s,90.02 %,1410 MHz,139.95 W,16,1410 MHz,65.00 °C,0.00 GB/s,3.1 %,9.04 W,302.96 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,33.40 %,0.05 GB/s,90.02 %,1410 MHz,153.67 W,16,1410 MHz,65.00 °C,0.00 GB/s,4.3 %,9.15 W,302.96 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,49.90 %,1512 MHz,33.40 %,0.05 GB/s,90.02 %,1410 MHz,151.05 W,16,1410 MHz,65.00 °C,0.00 GB/s,3.4 %,9.05 W,298.10 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,35.10 %,0.05 GB/s,90.02 %,1410 MHz,150.20 W,16,1410 MHz,65.00 °C,0.00 GB/s,4.0 %,9.02 W,298.96 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,33.50 %,0.05 GB/s,90.02 %,1410 MHz,152.26 W,16,1410 MHz,65.00 °C,0.00 GB/s,3.4 %,9.15 W,304.42 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.20 %,62.00 °C,0.00 GB/s,0.10 GB/s,26.20 %,4,5.40 %,1512 MHz,64.90 %,0.13 GB/s,90.02 %,1410 MHz,148.95 W,16,1410 MHz,67.00 °C,0.00 GB/s,3.4 %,9.01 W,302.10 W,53.00 %,5.6 %,100.00 %
2025-05-07 16:33:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,33.90 %,0.05 GB/s,90.02 %,1410 MHz,148.82 W,16,1410 MHz,67.00 °C,0.00 GB/s,3.4 %,9.18 W,299.65 W,53.00 %,5.6 %,100.00 %
2025-05-07 16:33:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,33.50 %,0.05 GB/s,90.02 %,1395 MHz,147.01 W,16,1395 MHz,67.00 °C,0.00 GB/s,3.4 %,8.90 W,295.37 W,53.00 %,5.6 %,100.00 %
2025-05-07 16:33:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,33.50 %,0.05 GB/s,90.02 %,1410 MHz,148.92 W,16,1410 MHz,67.00 °C,0.00 GB/s,3.7 %,9.09 W,292.46 W,53.00 %,5.6 %,100.00 %
2025-05-07 16:33:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,62.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,35.10 %,0.06 GB/s,90.02 %,1410 MHz,152.22 W,16,1410 MHz,67.00 °C,0.00 GB/s,5.3 %,9.15 W,299.97 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,63.00 °C,0.00 GB/s,0.09 GB/s,0.00 %,4,50.00 %,1512 MHz,34.00 %,0.05 GB/s,90.02 %,1410 MHz,150.16 W,16,1410 MHz,67.00 °C,0.00 GB/s,4.0 %,9.05 W,299.74 W,53.00 %,5.6 %,99.00 %
2025-05-07 16:33:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,63.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,34.70 %,0.06 GB/s,90.02 %,1410 MHz,147.05 W,16,1410 MHz,67.00 °C,0.00 GB/s,3.7 %,9.07 W,301.51 W,53.00 %,5.6 %,100.00 %
2025-05-07 16:33:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,63.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,50.00 %,1512 MHz,33.50 %,0.05 GB/s,90.02 %,1410 MHz,151.07 W,16,1410 MHz,67.00 °C,0.00 GB/s,3.1 %,8.89 W,291.87 W,53.00 %,5.6 %,100.00 %
