timestamp,task_name,name,index,clocks.current.memory [MHz],sm_occupancy,utilization.gpu [%],pcie.link.gen.current,usage.memory [%],utilization.memory [%],clocks.current.graphics [MHz],sm_active,dram_power,nvlink_tx_bytes,cpu_power,pcie_tx_bytes,cpu_usage,tensor_active,dram_active,temperature.gpu,pcie_rx_bytes,power.draw [W],dram_usage,nvlink_rx_bytes,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory
2025-05-07 14:33:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,135.23 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.76 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,133.62 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,134.92 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.30 W,0.00 GB/s,135.04 W,0.12 GB/s,3.4 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.31 W,0.00 GB/s,120.43 W,0.12 GB/s,5.0 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.32 W,0.00 GB/s,116.49 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.87 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.24 W,0.00 GB/s,120.61 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.86 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,129.16 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,130.27 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.86 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.98 W,0.00 GB/s,131.23 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.87 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,146.22 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.67 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.98 W,0.00 GB/s,147.60 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.86 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,146.08 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.96 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,146.30 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.42 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.13 W,0.00 GB/s,149.55 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.08 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.22 W,0.00 GB/s,145.65 W,0.12 GB/s,4.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,88.29 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.17 W,0.00 GB/s,149.11 W,0.12 GB/s,3.7 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.08 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,150.00 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,88.19 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.19 W,0.00 GB/s,151.65 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.42 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,150.29 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,87.31 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,147.89 W,0.13 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,85.04 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.07 W,0.00 GB/s,139.77 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,85.15 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.17 W,0.00 GB/s,133.73 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.84 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,130.61 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.73 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,130.07 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.64 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,125.79 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.64 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.37 W,0.00 GB/s,119.30 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.64 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.27 W,0.00 GB/s,105.29 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,83.86 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,99.94 W,0.11 GB/s,3.1 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,84.06 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.42 W,0.00 GB/s,89.79 W,0.11 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,83.96 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.24 W,0.00 GB/s,87.72 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,84.55 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.15 W,0.00 GB/s,84.47 W,0.11 GB/s,0.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,89.28 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,83.07 W,0.10 GB/s,5.8 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,77.99 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.43 W,0.00 GB/s,85.05 W,0.11 GB/s,3.4 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.19 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.48 W,0.00 GB/s,82.84 W,0.10 GB/s,1.2 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,86.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.24 W,0.00 GB/s,83.87 W,0.11 GB/s,2.2 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,77.79 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.35 W,0.00 GB/s,83.24 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,83.96 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.17 W,0.00 GB/s,84.22 W,0.11 GB/s,2.1 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,82.30 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.26 W,0.00 GB/s,84.94 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,82.80 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.27 W,0.00 GB/s,82.22 W,0.10 GB/s,3.4 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,82.60 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.31 W,0.00 GB/s,83.43 W,0.10 GB/s,3.1 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.19 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.34 W,0.00 GB/s,83.66 W,0.11 GB/s,0.9 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,81.64 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.30 W,0.00 GB/s,82.55 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.59 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.39 W,0.00 GB/s,83.00 W,0.10 GB/s,2.2 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,87.20 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,82.40 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,78.19 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,83.63 W,0.11 GB/s,2.2 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,78.49 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.19 W,0.00 GB/s,84.03 W,0.11 GB/s,2.5 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.38 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.32 W,0.00 GB/s,82.89 W,0.11 GB/s,1.9 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.49 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.44 W,0.00 GB/s,81.55 W,0.11 GB/s,1.5 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,78.30 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.35 W,0.00 GB/s,83.61 W,0.11 GB/s,0.6 %,0.00 %,0.00 %,55.00 °C,0.05 GB/s,78.30 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.34 W,0.00 GB/s,82.29 W,0.10 GB/s,1.5 %,0.00 %,0.00 %,54.00 °C,0.05 GB/s,77.98 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.27 W,0.00 GB/s,81.63 W,0.11 GB/s,4.6 %,0.00 %,0.00 %,55.00 °C,0.04 GB/s,88.89 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,100.00 %,9.20 W,0.00 GB/s,82.97 W,0.08 GB/s,5.5 %,0.00 %,27.10 %,55.00 °C,0.04 GB/s,80.15 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,100.00 %,9.25 W,0.00 GB/s,86.34 W,0.08 GB/s,4.3 %,0.00 %,27.10 %,58.00 °C,0.04 GB/s,189.33 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,100.00 %,9.22 W,0.00 GB/s,82.20 W,0.08 GB/s,3.1 %,0.00 %,34.30 %,59.00 °C,0.05 GB/s,252.88 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,2.90 %,86.00 %,4,90.02 %,38.00 %,1410 MHz,38.60 %,9.17 W,0.00 GB/s,90.18 W,0.11 GB/s,4.4 %,19.30 %,47.60 %,59.00 °C,0.18 GB/s,252.88 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,86.00 %,4,90.02 %,38.00 %,1410 MHz,100.00 %,9.17 W,0.00 GB/s,106.36 W,0.09 GB/s,3.7 %,0.00 %,33.90 %,59.00 °C,0.05 GB/s,298.86 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,99.00 %,4,90.02 %,51.00 %,1410 MHz,100.00 %,9.00 W,0.00 GB/s,116.35 W,0.09 GB/s,3.1 %,0.00 %,33.70 %,59.00 °C,0.05 GB/s,295.20 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,99.00 %,4,90.02 %,51.00 %,1410 MHz,100.00 %,9.02 W,0.00 GB/s,117.32 W,0.09 GB/s,4.0 %,0.00 %,33.40 %,59.00 °C,0.06 GB/s,299.07 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,98.00 %,4,90.02 %,52.00 %,1410 MHz,100.00 %,9.17 W,0.00 GB/s,118.04 W,0.09 GB/s,3.7 %,0.00 %,33.60 %,60.00 °C,0.05 GB/s,293.53 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,98.00 %,4,90.02 %,52.00 %,1410 MHz,100.00 %,9.19 W,0.00 GB/s,118.29 W,0.09 GB/s,3.4 %,0.00 %,33.50 %,60.00 °C,0.05 GB/s,299.95 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,100.00 %,9.18 W,0.00 GB/s,147.81 W,0.10 GB/s,4.6 %,0.00 %,33.70 %,60.00 °C,0.06 GB/s,301.79 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,100.00 %,9.24 W,0.00 GB/s,151.45 W,0.10 GB/s,4.0 %,0.00 %,33.40 %,60.00 °C,0.05 GB/s,299.74 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,54.00 %,1410 MHz,100.00 %,9.05 W,0.00 GB/s,149.84 W,0.10 GB/s,6.2 %,0.00 %,33.50 %,60.00 °C,0.06 GB/s,299.74 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,100.00 %,9.04 W,0.00 GB/s,150.99 W,0.09 GB/s,3.7 %,0.00 %,33.50 %,60.00 °C,0.05 GB/s,296.12 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,100.00 %,8.95 W,0.00 GB/s,142.63 W,0.10 GB/s,3.7 %,0.00 %,33.60 %,60.00 °C,0.06 GB/s,284.36 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,100.00 %,9.02 W,0.00 GB/s,146.42 W,0.09 GB/s,3.7 %,0.00 %,33.40 %,60.00 °C,0.06 GB/s,299.59 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,54.00 %,1410 MHz,100.00 %,8.84 W,0.00 GB/s,147.91 W,0.09 GB/s,3.4 %,0.00 %,34.60 %,60.00 °C,0.05 GB/s,299.59 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,50.00 %,100.00 %,4,90.02 %,54.00 %,1410 MHz,100.00 %,8.88 W,0.00 GB/s,147.47 W,0.09 GB/s,3.7 %,0.00 %,33.40 %,60.00 °C,0.05 GB/s,294.58 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,13.00 %,100.00 %,4,90.02 %,53.00 %,1410 MHz,80.00 %,8.92 W,0.00 GB/s,150.44 W,0.05 GB/s,3.1 %,24.80 %,66.60 %,60.00 °C,0.07 GB/s,295.96 W,5.5 %,0.00 GB/s,16,1410 MHz,65.00 °C
