timestamp,task_name,name,index,cpu_usage,temperature.gpu,clocks.current.sm [MHz],pcie_rx_bytes,dram_active,usage.memory [%],pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],tensor_active,dram_power,utilization.gpu [%],dram_usage,sm_occupancy,nvlink_tx_bytes,power.draw [W],utilization.memory [%],temperature.memory,clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,sm_active,nvlink_rx_bytes
2025-05-07 14:38:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.33 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.90 W,0.00 %,59.00 °C,1410 MHz,140.25 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.34 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,85.04 W,0.00 %,59.00 °C,1410 MHz,135.98 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.30 W,0.00 %,59.00 °C,1410 MHz,134.86 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.41 W,0.00 %,59.00 °C,1410 MHz,136.97 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.24 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.31 W,0.00 %,59.00 °C,1410 MHz,141.29 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.00 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,83.79 W,0.00 %,59.00 °C,1410 MHz,140.89 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.18 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.11 W,0.00 %,59.00 °C,1410 MHz,153.48 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.37 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.69 W,0.00 %,59.00 °C,1410 MHz,149.21 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.17 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.71 W,0.00 %,59.00 °C,1410 MHz,147.71 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.62 W,0.00 %,59.00 °C,1410 MHz,145.91 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.0 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.38 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.69 W,0.00 %,59.00 °C,1410 MHz,145.32 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.39 W,0.00 %,59.00 °C,1410 MHz,146.80 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.32 W,0.00 %,57.00 °C,1410 MHz,146.54 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.15 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.49 W,0.00 %,57.00 °C,1410 MHz,140.99 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.30 W,0.00 %,57.00 °C,1410 MHz,146.69 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.10 W,0.00 %,57.00 °C,1410 MHz,146.50 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.20 W,0.00 %,57.00 °C,1410 MHz,147.35 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.12 W,0.00 %,57.00 °C,1410 MHz,150.00 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.98 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.00 W,0.00 %,57.00 °C,1410 MHz,147.45 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.18 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.84 W,0.00 %,57.00 °C,1410 MHz,140.66 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.15 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.01 W,0.00 %,57.00 °C,1410 MHz,143.74 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.03 W,0.00 %,57.00 °C,1410 MHz,140.77 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.7 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.34 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.75 W,0.00 %,57.00 °C,1410 MHz,144.72 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.75 W,0.00 %,57.00 °C,1410 MHz,144.77 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.63 W,0.00 %,57.00 °C,1410 MHz,144.27 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.12 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.65 W,0.00 %,57.00 °C,1410 MHz,144.25 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.45 W,0.00 %,57.00 °C,1410 MHz,144.14 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.24 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.45 W,0.00 %,57.00 °C,1410 MHz,148.73 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.24 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.93 W,0.00 %,57.00 °C,1410 MHz,148.75 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.09 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.72 W,0.00 %,57.00 °C,1410 MHz,152.04 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.22 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.72 W,0.00 %,57.00 °C,1410 MHz,147.73 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.7 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.65 W,0.00 %,57.00 °C,1410 MHz,147.97 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.12 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.13 W,0.00 %,57.00 °C,1410 MHz,145.98 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.11 W,0.00 %,57.00 °C,1410 MHz,148.02 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.33 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.34 W,0.00 %,57.00 °C,1410 MHz,150.09 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.38 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.24 W,0.00 %,57.00 °C,1410 MHz,150.34 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.24 W,0.00 %,57.00 °C,1410 MHz,147.28 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.23 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.24 W,0.00 %,57.00 °C,1410 MHz,146.59 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.05 W,0.00 %,57.00 °C,1410 MHz,145.65 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.24 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.14 W,0.00 %,57.00 °C,1410 MHz,148.82 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.05 W,0.00 %,57.00 °C,1410 MHz,150.87 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.95 W,0.00 %,57.00 °C,1410 MHz,147.71 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,56.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.17 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.88 W,0.00 %,57.00 °C,1410 MHz,146.77 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.76 W,0.00 %,57.00 °C,1410 MHz,150.74 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.57 W,0.00 %,57.00 °C,1410 MHz,148.75 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.17 W,0.00 %,57.00 °C,1410 MHz,146.65 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.17 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.78 W,0.00 %,57.00 °C,1410 MHz,148.09 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.69 W,0.00 %,57.00 °C,1410 MHz,151.82 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.00 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,89.58 W,0.00 %,57.00 °C,1410 MHz,148.43 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.94 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.98 W,0.00 %,57.00 °C,1410 MHz,148.12 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.78 W,0.00 %,57.00 °C,1410 MHz,146.86 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,55.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,78.98 W,0.00 %,57.00 °C,1410 MHz,147.00 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,55.00 °C,1410 MHz,0.06 GB/s,27.10 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.09 W,0.00 %,5.6 %,50.00 %,0.00 GB/s,78.85 W,0.00 %,57.00 °C,1410 MHz,151.03 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,58.00 °C,1410 MHz,0.05 GB/s,27.10 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.10 W,0.00 %,5.6 %,50.00 %,0.00 GB/s,78.85 W,0.00 %,57.00 °C,1410 MHz,150.22 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,59.00 °C,1410 MHz,0.05 GB/s,75.70 %,90.02 %,4,0.07 GB/s,1512 MHz,29.00 %,8.85 W,0.00 %,5.6 %,9.50 %,0.00 GB/s,296.17 W,0.00 %,59.00 °C,1410 MHz,148.49 W,16,87.50 %,0.00 GB/s
2025-05-07 14:38:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,60.00 °C,1410 MHz,0.06 GB/s,33.40 %,90.02 %,4,0.10 GB/s,1512 MHz,0.00 %,8.92 W,0.00 %,5.6 %,50.00 %,0.00 GB/s,296.34 W,0.00 %,61.00 °C,1410 MHz,148.20 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,60.00 °C,1410 MHz,0.05 GB/s,33.50 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.18 W,87.00 %,5.6 %,50.00 %,0.00 GB/s,292.57 W,38.00 %,61.00 °C,1410 MHz,144.11 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,60.00 °C,1410 MHz,0.06 GB/s,33.50 %,90.02 %,4,0.10 GB/s,1512 MHz,0.00 %,9.12 W,87.00 %,5.6 %,50.00 %,0.00 GB/s,296.52 W,38.00 %,63.00 °C,1410 MHz,151.65 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,60.00 °C,1410 MHz,0.05 GB/s,34.10 %,90.02 %,4,0.10 GB/s,1512 MHz,0.00 %,9.12 W,99.00 %,5.6 %,50.00 %,0.00 GB/s,299.76 W,52.00 %,63.00 °C,1410 MHz,148.21 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,60.00 °C,1410 MHz,0.06 GB/s,95.70 %,90.02 %,4,0.07 GB/s,1512 MHz,39.10 %,9.03 W,99.00 %,5.6 %,11.10 %,0.00 GB/s,287.39 W,52.00 %,63.00 °C,1410 MHz,144.92 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,60.00 °C,1410 MHz,0.05 GB/s,57.30 %,90.02 %,4,0.07 GB/s,1512 MHz,20.10 %,9.12 W,99.00 %,5.6 %,11.30 %,0.00 GB/s,296.53 W,53.00 %,63.00 °C,1410 MHz,147.47 W,16,84.30 %,0.00 GB/s
2025-05-07 14:38:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,60.00 °C,1410 MHz,0.12 GB/s,29.80 %,90.02 %,4,0.11 GB/s,1512 MHz,0.00 %,9.05 W,99.00 %,5.6 %,46.60 %,0.00 GB/s,299.27 W,53.00 %,63.00 °C,1410 MHz,151.17 W,16,92.60 %,0.00 GB/s
2025-05-07 14:38:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.6 %,61.00 °C,1410 MHz,0.05 GB/s,33.40 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.09 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,302.28 W,53.00 %,63.00 °C,1410 MHz,154.63 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,61.00 °C,1410 MHz,0.06 GB/s,34.10 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.04 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,295.88 W,53.00 %,65.00 °C,1410 MHz,152.29 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,60.00 °C,1410 MHz,0.06 GB/s,81.20 %,90.02 %,4,0.08 GB/s,1512 MHz,32.80 %,9.01 W,100.00 %,5.6 %,8.80 %,0.00 GB/s,295.37 W,54.00 %,65.00 °C,1410 MHz,149.33 W,16,80.70 %,0.00 GB/s
2025-05-07 14:38:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,61.00 °C,1410 MHz,0.05 GB/s,33.50 %,90.02 %,4,0.10 GB/s,1512 MHz,0.00 %,9.07 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,296.92 W,54.00 %,65.00 °C,1410 MHz,151.35 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,61.00 °C,1410 MHz,0.06 GB/s,33.90 %,90.02 %,4,0.10 GB/s,1512 MHz,0.00 %,9.17 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,297.69 W,53.00 %,65.00 °C,1410 MHz,148.19 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,61.00 °C,1410 MHz,0.06 GB/s,33.80 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,8.89 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,298.07 W,53.00 %,65.00 °C,1410 MHz,150.74 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,61.00 °C,1410 MHz,0.05 GB/s,34.20 %,90.02 %,4,0.09 GB/s,1512 MHz,0.00 %,9.04 W,100.00 %,5.6 %,50.00 %,0.00 GB/s,297.99 W,54.00 %,65.00 °C,1410 MHz,149.59 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,61.00 °C,1410 MHz,0.06 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,100.00 %,5.6 %,0.00 %,0.00 GB/s,301.52 W,54.00 %,65.00 °C,1410 MHz,144.54 W,16,0.40 %,0.00 GB/s
