timestamp,task_name,name,index,usage.memory [%],tensor_active,dram_usage,pcie.link.width.current,clocks.current.sm [MHz],nvlink_rx_bytes,pcie_tx_bytes,dram_power,clocks.current.memory [MHz],nvlink_tx_bytes,sm_active,power.draw [W],cpu_power,pcie.link.gen.current,temperature.memory,clocks.current.graphics [MHz],dram_active,pcie_rx_bytes,utilization.memory [%],temperature.gpu,cpu_usage,utilization.gpu [%],sm_occupancy
2025-05-07 15:45:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.03 W,1512 MHz,0.00 GB/s,0.00 %,80.81 W,147.69 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.02 W,1512 MHz,0.00 GB/s,0.00 %,81.00 W,144.94 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.12 W,1512 MHz,0.00 GB/s,0.00 %,81.39 W,146.55 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.11 W,1512 MHz,0.00 GB/s,0.00 %,80.60 W,150.91 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,3.2 %,0.00 %,0.00 %
2025-05-07 15:45:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.99 W,1512 MHz,0.00 GB/s,0.00 %,81.98 W,148.28 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.98 W,1512 MHz,0.00 GB/s,0.00 %,83.96 W,149.93 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.91 W,1512 MHz,0.00 GB/s,0.00 %,83.96 W,147.46 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.07 W,1512 MHz,0.00 GB/s,0.00 %,81.68 W,149.45 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.18 W,1512 MHz,0.00 GB/s,0.00 %,80.13 W,140.95 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.27 W,1512 MHz,0.00 GB/s,0.00 %,80.01 W,148.39 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,80.01 W,144.72 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.96 W,1512 MHz,0.00 GB/s,0.00 %,89.78 W,147.27 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.91 W,1512 MHz,0.00 GB/s,0.00 %,81.20 W,146.94 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.08 W,1512 MHz,0.00 GB/s,0.00 %,81.20 W,146.78 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,81.20 W,142.19 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.32 W,1512 MHz,0.00 GB/s,0.00 %,81.10 W,133.32 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.28 W,1512 MHz,0.00 GB/s,0.00 %,80.63 W,140.76 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.19 W,1512 MHz,0.00 GB/s,0.00 %,80.70 W,140.64 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.04 W,1512 MHz,0.00 GB/s,0.00 %,80.42 W,135.81 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,80.22 W,143.42 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,79.84 W,141.07 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.20 W,1512 MHz,0.00 GB/s,0.00 %,79.93 W,146.92 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.38 W,1512 MHz,0.00 GB/s,0.00 %,80.01 W,147.08 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,3.7 %,0.00 %,0.00 %
2025-05-07 15:45:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,79.93 W,143.03 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,4.0 %,0.00 %,0.00 %
2025-05-07 15:45:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.07 W,1512 MHz,0.00 GB/s,0.00 %,89.37 W,142.96 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,80.70 W,143.25 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.20 W,1512 MHz,0.00 GB/s,0.00 %,80.91 W,145.92 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.2 %,0.00 %,0.00 %
2025-05-07 15:45:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.16 W,1512 MHz,0.00 GB/s,0.00 %,81.00 W,149.71 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.12 W,1512 MHz,0.00 GB/s,0.00 %,88.79 W,146.57 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.31 W,1512 MHz,0.00 GB/s,0.00 %,81.88 W,146.06 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,3.7 %,0.00 %,0.00 %
2025-05-07 15:45:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.98 W,1512 MHz,0.00 GB/s,0.00 %,82.57 W,145.98 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.02 W,1512 MHz,0.00 GB/s,0.00 %,82.47 W,148.07 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.98 W,1512 MHz,0.00 GB/s,0.00 %,82.67 W,148.60 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.8 %,0.00 %,0.00 %
2025-05-07 15:45:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.18 W,1512 MHz,0.00 GB/s,0.00 %,82.28 W,150.03 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,81.88 W,146.99 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,3.1 %,0.00 %,0.00 %
2025-05-07 15:45:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.15 W,1512 MHz,0.00 GB/s,0.00 %,81.98 W,145.81 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,3.7 %,0.00 %,0.00 %
2025-05-07 15:45:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.12 W,1512 MHz,0.00 GB/s,0.00 %,81.78 W,139.29 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,2.8 %,0.00 %,0.00 %
2025-05-07 15:45:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,81.79 W,143.05 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,0.6 %,0.00 %,0.00 %
2025-05-07 15:45:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.07 W,1512 MHz,0.00 GB/s,0.00 %,81.32 W,142.60 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.15 W,1512 MHz,0.00 GB/s,0.00 %,87.89 W,131.65 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,1.2 %,0.00 %,0.00 %
2025-05-07 15:45:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,84.84 W,121.16 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.39 W,1512 MHz,0.00 GB/s,0.00 %,84.55 W,111.85 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,1.8 %,0.00 %,0.00 %
2025-05-07 15:45:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.26 W,1512 MHz,0.00 GB/s,0.00 %,83.96 W,102.17 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.11 GB/s,9.37 W,1512 MHz,0.00 GB/s,0.00 %,83.17 W,87.11 W,4,57.00 °C,1410 MHz,0.00 %,0.04 GB/s,0.00 %,55.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.60 W,1512 MHz,0.00 GB/s,0.00 %,85.83 W,84.42 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,7.3 %,0.00 %,0.00 %
2025-05-07 15:45:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.11 GB/s,9.28 W,1512 MHz,0.00 GB/s,0.00 %,89.57 W,84.25 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.44 W,1512 MHz,0.00 GB/s,0.00 %,78.49 W,84.29 W,4,57.00 °C,1410 MHz,0.00 %,0.04 GB/s,0.00 %,55.00 °C,3.4 %,0.00 %,0.00 %
2025-05-07 15:45:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.29 W,1512 MHz,0.00 GB/s,0.00 %,78.49 W,84.79 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,3.7 %,0.00 %,0.00 %
2025-05-07 15:45:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.24 W,1512 MHz,0.00 GB/s,0.00 %,78.58 W,84.78 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,55.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.08 GB/s,9.20 W,1512 MHz,0.00 GB/s,100.00 %,209.35 W,85.05 W,4,57.00 °C,1410 MHz,27.20 %,0.04 GB/s,0.00 %,55.00 °C,2.8 %,0.00 %,50.00 %
2025-05-07 15:45:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.08 GB/s,9.06 W,1512 MHz,0.00 GB/s,100.00 %,298.20 W,83.08 W,4,57.00 °C,1410 MHz,23.20 %,0.04 GB/s,0.00 %,58.00 °C,3.7 %,0.00 %,41.10 %
2025-05-07 15:45:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.08 GB/s,9.11 W,1512 MHz,0.00 GB/s,83.40 %,264.45 W,84.93 W,4,59.00 °C,1410 MHz,18.80 %,0.04 GB/s,0.00 %,59.00 °C,3.1 %,0.00 %,26.40 %
2025-05-07 15:45:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,22.10 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,9.11 W,1512 MHz,0.00 GB/s,58.30 %,297.23 W,85.05 W,4,61.00 °C,1410 MHz,55.70 %,0.13 GB/s,28.00 %,60.00 °C,4.0 %,65.00 %,5.30 %
2025-05-07 15:45:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,24.80 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.27 W,1512 MHz,0.00 GB/s,62.30 %,300.73 W,106.51 W,4,61.00 °C,1410 MHz,62.80 %,0.13 GB/s,28.00 %,60.00 °C,3.7 %,65.00 %,5.60 %
2025-05-07 15:45:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,9.30 W,1512 MHz,0.00 GB/s,100.00 %,300.15 W,111.64 W,4,63.00 °C,1410 MHz,33.40 %,0.05 GB/s,49.00 %,60.00 °C,5.3 %,99.00 %,50.00 %
2025-05-07 15:45:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,9.16 W,1512 MHz,0.00 GB/s,100.00 %,294.69 W,122.67 W,4,63.00 °C,1410 MHz,34.00 %,0.06 GB/s,49.00 %,60.00 °C,3.4 %,99.00 %,50.00 %
2025-05-07 15:45:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,35.30 %,5.7 %,16,1410 MHz,0.00 GB/s,0.07 GB/s,9.23 W,1512 MHz,0.00 GB/s,95.40 %,294.69 W,142.57 W,4,63.00 °C,1410 MHz,89.80 %,0.06 GB/s,54.00 %,60.00 °C,3.6 %,100.00 %,10.60 %
2025-05-07 15:45:26.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,38.50 %,5.7 %,16,1410 MHz,0.00 GB/s,0.07 GB/s,8.95 W,1512 MHz,0.00 GB/s,100.00 %,298.48 W,146.91 W,4,63.00 °C,1410 MHz,96.00 %,0.06 GB/s,54.00 %,60.00 °C,3.1 %,100.00 %,11.10 %
2025-05-07 15:45:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.04 GB/s,9.20 W,1512 MHz,0.00 GB/s,100.00 %,301.52 W,154.35 W,4,63.00 °C,1410 MHz,33.70 %,0.03 GB/s,53.00 %,60.00 °C,7.5 %,99.00 %,50.00 %
2025-05-07 15:45:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,9.17 W,1512 MHz,0.00 GB/s,100.00 %,300.77 W,155.78 W,4,63.00 °C,1410 MHz,35.20 %,0.05 GB/s,54.00 %,61.00 °C,5.0 %,100.00 %,50.00 %
2025-05-07 15:45:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,8.93 W,1512 MHz,0.00 GB/s,100.00 %,297.42 W,148.88 W,4,63.00 °C,1410 MHz,33.40 %,0.06 GB/s,54.00 %,61.00 °C,3.4 %,100.00 %,50.00 %
2025-05-07 15:45:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,8.98 W,1512 MHz,0.00 GB/s,100.00 %,299.10 W,146.57 W,4,65.00 °C,1410 MHz,34.10 %,0.05 GB/s,53.00 %,61.00 °C,2.2 %,100.00 %,50.00 %
2025-05-07 15:45:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.02 W,1512 MHz,0.00 GB/s,78.00 %,300.05 W,143.21 W,4,65.00 °C,1410 MHz,16.10 %,0.06 GB/s,53.00 %,61.00 °C,3.4 %,100.00 %,22.70 %
2025-05-07 15:45:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,8.86 W,1512 MHz,0.00 GB/s,100.00 %,291.95 W,144.57 W,4,65.00 °C,1410 MHz,33.80 %,0.06 GB/s,54.00 %,61.00 °C,3.4 %,100.00 %,50.00 %
2025-05-07 15:45:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,8.77 W,1512 MHz,0.00 GB/s,100.00 %,296.66 W,144.67 W,4,65.00 °C,1410 MHz,33.80 %,0.06 GB/s,54.00 %,61.00 °C,3.1 %,100.00 %,50.00 %
2025-05-07 15:45:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.10 GB/s,9.07 W,1512 MHz,0.00 GB/s,100.00 %,298.97 W,141.07 W,4,65.00 °C,1410 MHz,33.40 %,0.06 GB/s,53.00 %,61.00 °C,3.4 %,100.00 %,50.00 %
2025-05-07 15:45:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,8.98 W,1512 MHz,0.00 GB/s,100.00 %,302.10 W,147.83 W,4,65.00 °C,1410 MHz,34.10 %,0.05 GB/s,53.00 %,61.00 °C,3.4 %,100.00 %,50.00 %
2025-05-07 15:45:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,19.40 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.22 W,1512 MHz,0.00 GB/s,38.40 %,294.90 W,138.31 W,4,65.00 °C,1410 MHz,48.10 %,0.20 GB/s,54.00 %,61.00 °C,3.7 %,100.00 %,2.80 %
2025-05-07 15:45:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.09 GB/s,8.95 W,1512 MHz,0.00 GB/s,100.00 %,294.29 W,149.96 W,4,65.00 °C,1410 MHz,34.60 %,0.05 GB/s,54.00 %,61.00 °C,4.0 %,100.00 %,50.00 %
2025-05-07 15:45:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.04 GB/s,8.87 W,1512 MHz,0.00 GB/s,97.20 %,299.76 W,149.65 W,4,65.00 °C,1410 MHz,31.60 %,0.04 GB/s,54.00 %,61.00 °C,3.1 %,100.00 %,46.50 %
